right;catch_key;catch_stim;modality_task;catch;shape;catch_score;pitch;any_auditory;rt;inducer;score;any_visual;hue;catch_rt;fixation_duration;key;phase;modality_inducer;lightness;task;timbre;flip;complexity;superblock;left;CMC_code;refresh_rate;experimenter;input;language;section;gender;age;demo_and_practice;id;simulation
smooth:light;;;visual;0;pointy;;;False;20.132;lightness;;True;neutral;;50;6;rate;visual;dark;shape;;0;neutral;;smooth:dark;pointy:dark;100;Josefine;keyboard;dk;rate_CMC;female;22;yes;506;no
dark:square;;;visual;0;neutral;;neutral;True;5.849;timbre;;True;neutral;;50;1;rate;auditory;dark;lightness;sine;0;neutral;;dark:sine;dark:sine;100;Josefine;keyboard;dk;rate_CMC;female;22;yes;506;no
smooth:blue;;;visual;0;pointy;;;False;11.838;hue;;True;red;;50;1;rate;visual;neutral;shape;;0;neutral;;smooth:red;pointy:red;100;Josefine;keyboard;dk;rate_CMC;female;22;yes;506;no
red:light;;;visual;0;neutral;;;False;20.254;lightness;;True;blue;;50;4;rate;visual;dark;hue;;0;neutral;;red:dark;blue:dark;100;Josefine;keyboard;dk;rate_CMC;female;22;yes;506;no
dark:low;;;visual;0;neutral;;high;True;2.047;pitch;;True;neutral;;50;7;rate;auditory;light;lightness;neutral;0;neutral;;dark:high;light:high;100;Josefine;keyboard;dk;rate_CMC;female;22;yes;506;no
red:square;;;visual;0;neutral;;neutral;True;4.865;timbre;;True;blue;;50;7;rate;auditory;neutral;hue;sine;0;neutral;;red:sine;blue:sine;100;Josefine;keyboard;dk;rate_CMC;female;22;yes;506;no
simple:light;;;visual;0;neutral;;;False;17.538;lightness;;True;neutral;;50;7;rate;visual;dark;complexity;;0;complex;;simple:dark;complex:dark;100;Josefine;keyboard;dk;rate_CMC;female;22;yes;506;no
smooth:low;;;visual;0;pointy;;high;True;8.406;pitch;;True;neutral;;75;6;rate;auditory;neutral;shape;neutral;0;neutral;;smooth:high;pointy:high;100;Josefine;keyboard;dk;rate_CMC;female;22;yes;506;no
simple:low;;;visual;0;neutral;;low;True;6.921;pitch;;True;neutral;;75;5;rate;auditory;neutral;complexity;neutral;0;simple;;simple:high;simple:low;100;Josefine;keyboard;dk;rate_CMC;female;22;yes;506;no
simple:blue;;;visual;0;neutral;;;False;11.864;hue;;True;red;;75;5;rate;visual;neutral;complexity;;0;complex;;simple:red;complex:red;100;Josefine;keyboard;dk;rate_CMC;female;22;yes;506;no
smooth:complex;;;visual;0;pointy;;;False;28.601;complexity;;True;neutral;;75;1;rate;visual;neutral;shape;;0;simple;;smooth:simple;pointy:simple;100;Josefine;keyboard;dk;rate_CMC;female;22;yes;506;no
simple:square;;;visual;0;neutral;;neutral;True;3.077;timbre;;True;neutral;;75;1;rate;auditory;neutral;complexity;sine;0;complex;;simple:sine;complex:sine;100;Josefine;keyboard;dk;rate_CMC;female;22;yes;506;no
smooth:square;;;visual;0;pointy;;neutral;True;2.551;timbre;;True;neutral;;75;1;rate;auditory;neutral;shape;sine;0;neutral;;smooth:sine;pointy:sine;100;Josefine;keyboard;dk;rate_CMC;female;22;yes;506;no
