right;catch_key;catch_stim;modality_task;catch;shape;catch_score;pitch;any_auditory;rt;inducer;score;any_visual;hue;catch_rt;fixation_duration;key;phase;modality_inducer;lightness;task;timbre;flip;complexity;superblock;left;CMC_code;refresh_rate;experimenter;input;language;section;gender;age;demo_and_practice;id;simulation
simple:light;;;visual;0;neutral;;;False;22.111;lightness;;True;neutral;;75;2;rate;visual;dark;complexity;;0;complex;;simple:dark;complex:dark;100;Hazel;keyboard;dk;rate_CMC;female;20;yes;545;no
sine:low;;;auditory;0;neutral;;high;True;15.945;pitch;;1;neutral;;75;6;rate;auditory;neutral;timbre;sine;0;neutral;;sine:high;sine:high;100;Hazel;keyboard;dk;rate_CMC;female;20;yes;545;no
red:square;;;visual;0;neutral;;neutral;True;2.757;timbre;;True;blue;;75;2;rate;auditory;neutral;hue;sine;0;neutral;;red:sine;blue:sine;100;Hazel;keyboard;dk;rate_CMC;female;20;yes;545;no
smooth:complex;;;visual;0;pointy;;;False;15.798;complexity;;True;neutral;;50;3;rate;visual;neutral;shape;;0;simple;;smooth:simple;pointy:simple;100;Hazel;keyboard;dk;rate_CMC;female;20;yes;545;no
simple:square;;;visual;0;neutral;;neutral;True;1.965;timbre;;True;neutral;;50;1;rate;auditory;neutral;complexity;sine;0;complex;;simple:sine;complex:sine;100;Hazel;keyboard;dk;rate_CMC;female;20;yes;545;no
smooth:low;;;visual;0;pointy;;high;True;2.31;pitch;;True;neutral;;50;6;rate;auditory;neutral;shape;neutral;0;neutral;;smooth:high;pointy:high;100;Hazel;keyboard;dk;rate_CMC;female;20;yes;545;no
simple:low;;;visual;0;neutral;;high;True;2.098;pitch;;True;neutral;;50;6;rate;auditory;neutral;complexity;neutral;0;complex;;simple:high;complex:high;100;Hazel;keyboard;dk;rate_CMC;female;20;yes;545;no
smooth:square;;;visual;0;pointy;;neutral;True;4.044;timbre;;True;neutral;;75;2;rate;auditory;neutral;shape;sine;0;neutral;;smooth:sine;pointy:sine;100;Hazel;keyboard;dk;rate_CMC;female;20;yes;545;no
red:light;;;visual;0;neutral;;;False;22.125;lightness;;True;blue;;50;3;rate;visual;dark;hue;;0;neutral;;red:dark;blue:dark;100;Hazel;keyboard;dk;rate_CMC;female;20;yes;545;no
smooth:light;;;visual;0;pointy;;;False;11.309;lightness;;True;neutral;;75;2;rate;visual;dark;shape;;0;neutral;;smooth:dark;pointy:dark;100;Hazel;keyboard;dk;rate_CMC;female;20;yes;545;no
red:low;;;visual;0;neutral;;low;True;11.056;pitch;;True;blue;;75;2;rate;auditory;neutral;hue;neutral;0;neutral;;red:high;blue:low;100;Hazel;keyboard;dk;rate_CMC;female;20;yes;545;no
dark:low;;;visual;0;neutral;;high;True;2.138;pitch;;True;neutral;;75;7;rate;auditory;light;lightness;neutral;0;neutral;;dark:high;light:high;100;Hazel;keyboard;dk;rate_CMC;female;20;yes;545;no
dark:square;;;visual;0;neutral;;neutral;True;6.626;timbre;;True;neutral;;75;2;rate;auditory;dark;lightness;sine;0;neutral;;dark:sine;dark:sine;100;Hazel;keyboard;dk;rate_CMC;female;20;yes;545;no
simple:blue;;;visual;0;neutral;;;False;10.046;hue;;True;red;;50;6;rate;visual;neutral;complexity;;0;complex;;simple:red;complex:red;100;Hazel;keyboard;dk;rate_CMC;female;20;yes;545;no
smooth:blue;;;visual;0;pointy;;;False;8.674;hue;;True;red;;75;2;rate;visual;neutral;shape;;0;neutral;;smooth:red;pointy:red;100;Hazel;keyboard;dk;rate_CMC;female;20;yes;545;no
simple:light;;;visual;0;neutral;;;False;13.304;lightness;;True;neutral;;50;6;rate;visual;dark;complexity;;0;complex;;simple:dark;complex:dark;100;Hazel;keyboard;dk;rate_CMC;female;20;yes;545;no
sine:low;;;auditory;0;neutral;;high;True;3.023;pitch;;1;neutral;;50;4;rate;auditory;neutral;timbre;square;0;neutral;;sine:high;square:high;100;Hazel;keyboard;dk;rate_CMC;female;20;yes;545;no
red:square;;;visual;0;neutral;;neutral;True;9.281;timbre;;True;red;;50;2;rate;auditory;neutral;hue;sine;0;neutral;;red:sine;red:sine;100;Hazel;keyboard;dk;rate_CMC;female;20;yes;545;no
smooth:complex;;;visual;0;pointy;;;False;11.021;complexity;;True;neutral;;50;6;rate;visual;neutral;shape;;0;simple;;smooth:simple;pointy:simple;100;Hazel;keyboard;dk;rate_CMC;female;20;yes;545;no
simple:square;;;visual;0;neutral;;neutral;True;1.789;timbre;;True;neutral;;75;2;rate;auditory;neutral;complexity;sine;0;complex;;simple:sine;complex:sine;100;Hazel;keyboard;dk;rate_CMC;female;20;yes;545;no
smooth:low;;;visual;0;pointy;;high;True;1.939;pitch;;True;neutral;;75;6;rate;auditory;neutral;shape;neutral;0;neutral;;smooth:high;pointy:high;100;Hazel;keyboard;dk;rate_CMC;female;20;yes;545;no
simple:low;;;visual;0;neutral;;low;True;4.312;pitch;;True;neutral;;75;6;rate;auditory;neutral;complexity;neutral;0;simple;;simple:high;simple:low;100;Hazel;keyboard;dk;rate_CMC;female;20;yes;545;no
smooth:square;;;visual;0;pointy;;neutral;True;5.115;timbre;;True;neutral;;50;2;rate;auditory;neutral;shape;sine;0;neutral;;smooth:sine;pointy:sine;100;Hazel;keyboard;dk;rate_CMC;female;20;yes;545;no
red:light;;;visual;0;neutral;;;False;14.495;lightness;;True;blue;;50;7;rate;visual;dark;hue;;0;neutral;;red:dark;blue:dark;100;Hazel;keyboard;dk;rate_CMC;female;20;yes;545;no
smooth:light;;;visual;0;pointy;;;False;8.538;lightness;;True;neutral;;50;1;rate;visual;dark;shape;;0;neutral;;smooth:dark;pointy:dark;100;Hazel;keyboard;dk;rate_CMC;female;20;yes;545;no
red:low;;;visual;0;neutral;;low;True;5.392;pitch;;True;red;;75;6;rate;auditory;neutral;hue;neutral;0;neutral;;red:high;red:low;100;Hazel;keyboard;dk;rate_CMC;female;20;yes;545;no
dark:low;;;visual;0;neutral;;high;True;1.597;pitch;;True;neutral;;50;6;rate;auditory;light;lightness;neutral;0;neutral;;dark:high;light:high;100;Hazel;keyboard;dk;rate_CMC;female;20;yes;545;no
dark:square;;;visual;0;neutral;;neutral;True;1.703;timbre;;True;neutral;;50;2;rate;auditory;light;lightness;sine;0;neutral;;dark:sine;light:sine;100;Hazel;keyboard;dk;rate_CMC;female;20;yes;545;no
simple:blue;;;visual;0;neutral;;;False;11.292;hue;;True;red;;50;2;rate;visual;neutral;complexity;;0;complex;;simple:red;complex:red;100;Hazel;keyboard;dk;rate_CMC;female;20;yes;545;no
smooth:blue;;;visual;0;pointy;;;False;6.672;hue;;True;red;;50;2;rate;visual;neutral;shape;;0;neutral;;smooth:red;pointy:red;100;Hazel;keyboard;dk;rate_CMC;female;20;yes;545;no
simple:light;;;visual;0;neutral;;;False;11.646;lightness;;True;neutral;;75;2;rate;visual;dark;complexity;;0;complex;;simple:dark;complex:dark;100;Hazel;keyboard;dk;rate_CMC;female;20;yes;545;no
sine:low;;;auditory;0;neutral;;high;True;5.922;pitch;;1;neutral;;50;4;rate;auditory;neutral;timbre;square;0;neutral;;sine:high;square:high;100;Hazel;keyboard;dk;rate_CMC;female;20;yes;545;no
red:square;;;visual;0;neutral;;neutral;True;1.696;timbre;;True;blue;;50;2;rate;auditory;neutral;hue;sine;0;neutral;;red:sine;blue:sine;100;Hazel;keyboard;dk;rate_CMC;female;20;yes;545;no
smooth:complex;;;visual;0;pointy;;;False;7.063;complexity;;True;neutral;;75;6;rate;visual;neutral;shape;;0;simple;;smooth:simple;pointy:simple;100;Hazel;keyboard;dk;rate_CMC;female;20;yes;545;no
simple:square;;;visual;0;neutral;;neutral;True;1.512;timbre;;True;neutral;;50;2;rate;auditory;neutral;complexity;sine;0;complex;;simple:sine;complex:sine;100;Hazel;keyboard;dk;rate_CMC;female;20;yes;545;no
smooth:low;;;visual;0;pointy;;high;True;1.531;pitch;;True;neutral;;75;2;rate;auditory;neutral;shape;neutral;0;neutral;;smooth:high;pointy:high;100;Hazel;keyboard;dk;rate_CMC;female;20;yes;545;no
simple:low;;;visual;0;neutral;;high;True;1.956;pitch;;True;neutral;;75;2;rate;auditory;neutral;complexity;neutral;0;complex;;simple:high;complex:high;100;Hazel;keyboard;dk;rate_CMC;female;20;yes;545;no
smooth:square;;;visual;0;pointy;;neutral;True;1.78;timbre;;True;neutral;;50;2;rate;auditory;neutral;shape;sine;0;neutral;;smooth:sine;pointy:sine;100;Hazel;keyboard;dk;rate_CMC;female;20;yes;545;no
red:light;;;visual;0;neutral;;;False;8.918;lightness;;True;blue;;50;7;rate;visual;dark;hue;;0;neutral;;red:dark;blue:dark;100;Hazel;keyboard;dk;rate_CMC;female;20;yes;545;no
smooth:light;;;visual;0;pointy;;;False;7.726;lightness;;True;neutral;;50;2;rate;visual;dark;shape;;0;neutral;;smooth:dark;pointy:dark;100;Hazel;keyboard;dk;rate_CMC;female;20;yes;545;no
red:low;;;visual;0;neutral;;high;True;7.102;pitch;;True;blue;;75;6;rate;auditory;neutral;hue;neutral;0;neutral;;red:high;blue:high;100;Hazel;keyboard;dk;rate_CMC;female;20;yes;545;no
dark:low;;;visual;0;neutral;;high;True;2.252;pitch;;True;neutral;;75;6;rate;auditory;light;lightness;neutral;0;neutral;;dark:high;light:high;100;Hazel;keyboard;dk;rate_CMC;female;20;yes;545;no
