right;catch_key;catch_stim;modality_task;catch;shape;catch_score;pitch;any_auditory;rt;inducer;score;any_visual;hue;catch_rt;fixation_duration;key;phase;modality_inducer;lightness;task;timbre;flip;complexity;superblock;left;CMC_code;refresh_rate;experimenter;input;language;section;gender;age;demo_and_practice;id;simulation
dark:low;;;visual;0;neutral;;low;True;9.603;pitch;;True;neutral;;50;4;rate;auditory;dark;lightness;neutral;0;neutral;;dark:high;dark:low;100;Josefine;keyboard;dk;rate_CMC;male;24;yes;533;no
smooth:blue;;;visual;0;pointy;;;False;35.719;hue;;True;red;;75;3;rate;visual;neutral;shape;;0;neutral;;smooth:red;pointy:red;100;Josefine;keyboard;dk;rate_CMC;male;24;yes;533;no
red:light;;;visual;0;neutral;;;False;18.859;lightness;;True;blue;;50;4;rate;visual;dark;hue;;0;neutral;;red:dark;blue:dark;100;Josefine;keyboard;dk;rate_CMC;male;24;yes;533;no
red:square;;;visual;0;neutral;;neutral;True;8.897;timbre;;True;blue;;50;6;rate;auditory;neutral;hue;sine;0;neutral;;red:sine;blue:sine;100;Josefine;keyboard;dk;rate_CMC;male;24;yes;533;no
dark:square;;;visual;0;neutral;;neutral;True;10.498;timbre;;True;neutral;;75;3;rate;auditory;light;lightness;square;0;neutral;;dark:sine;light:square;100;Josefine;keyboard;dk;rate_CMC;male;24;yes;533;no
simple:light;;;visual;0;neutral;;;False;15.321;lightness;;True;neutral;;75;6;rate;visual;dark;complexity;;0;complex;;simple:dark;complex:dark;100;Josefine;keyboard;dk;rate_CMC;male;24;yes;533;no
red:low;;;visual;0;neutral;;high;True;7.738;pitch;;True;blue;;75;1;rate;auditory;neutral;hue;neutral;0;neutral;;red:high;blue:high;100;Josefine;keyboard;dk;rate_CMC;male;24;yes;533;no
smooth:light;;;visual;0;pointy;;;False;16.193;lightness;;True;neutral;;75;4;rate;visual;dark;shape;;0;neutral;;smooth:dark;pointy:dark;100;Josefine;keyboard;dk;rate_CMC;male;24;yes;533;no
smooth:low;;;visual;0;pointy;;high;True;6.026;pitch;;True;neutral;;75;7;rate;auditory;neutral;shape;neutral;0;neutral;;smooth:high;pointy:high;100;Josefine;keyboard;dk;rate_CMC;male;24;yes;533;no
smooth:complex;;;visual;0;pointy;;;False;10.507;complexity;;True;neutral;;50;4;rate;visual;neutral;shape;;0;simple;;smooth:simple;pointy:simple;100;Josefine;keyboard;dk;rate_CMC;male;24;yes;533;no
sine:low;;;auditory;0;neutral;;low;True;21.086;pitch;;1;neutral;;75;7;rate;auditory;neutral;timbre;square;0;neutral;;sine:high;square:low;100;Josefine;keyboard;dk;rate_CMC;male;24;yes;533;no
smooth:square;;;visual;0;pointy;;neutral;True;12.127;timbre;;True;neutral;;75;3;rate;auditory;neutral;shape;sine;0;neutral;;smooth:sine;pointy:sine;100;Josefine;keyboard;dk;rate_CMC;male;24;yes;533;no
simple:square;;;visual;0;neutral;;neutral;True;5.189;timbre;;True;neutral;;75;3;rate;auditory;neutral;complexity;sine;0;simple;;simple:sine;simple:sine;100;Josefine;keyboard;dk;rate_CMC;male;24;yes;533;no
simple:low;;;visual;0;neutral;;high;True;7.988;pitch;;True;neutral;;50;3;rate;auditory;neutral;complexity;neutral;0;simple;;simple:high;simple:high;100;Josefine;keyboard;dk;rate_CMC;male;24;yes;533;no
simple:blue;;;visual;0;neutral;;;False;11.236;hue;;True;red;;75;4;rate;visual;neutral;complexity;;0;complex;;simple:red;complex:red;100;Josefine;keyboard;dk;rate_CMC;male;24;yes;533;no
dark:low;;;visual;0;neutral;;high;True;1.919;pitch;;True;neutral;;50;7;rate;auditory;light;lightness;neutral;0;neutral;;dark:high;light:high;100;Josefine;keyboard;dk;rate_CMC;male;24;yes;533;no
smooth:blue;;;visual;0;pointy;;;False;8.096;hue;;True;red;;50;4;rate;visual;neutral;shape;;0;neutral;;smooth:red;pointy:red;100;Josefine;keyboard;dk;rate_CMC;male;24;yes;533;no
red:light;;;visual;0;neutral;;;False;12.343;lightness;;True;blue;;50;4;rate;visual;dark;hue;;0;neutral;;red:dark;blue:dark;100;Josefine;keyboard;dk;rate_CMC;male;24;yes;533;no
red:square;;;visual;0;neutral;;neutral;True;1.722;timbre;;True;blue;;75;5;rate;auditory;neutral;hue;sine;0;neutral;;red:sine;blue:sine;100;Josefine;keyboard;dk;rate_CMC;male;24;yes;533;no
dark:square;;;visual;0;neutral;;neutral;True;7.327;timbre;;True;neutral;;50;2;rate;auditory;light;lightness;square;0;neutral;;dark:sine;light:square;100;Josefine;keyboard;dk;rate_CMC;male;24;yes;533;no
simple:light;;;visual;0;neutral;;;False;9.477;lightness;;True;neutral;;50;5;rate;visual;dark;complexity;;0;complex;;simple:dark;complex:dark;100;Josefine;keyboard;dk;rate_CMC;male;24;yes;533;no
red:low;;;visual;0;neutral;;high;True;1.682;pitch;;True;blue;;75;2;rate;auditory;neutral;hue;neutral;0;neutral;;red:high;blue:high;100;Josefine;keyboard;dk;rate_CMC;male;24;yes;533;no
smooth:light;;;visual;0;pointy;;;False;6.75;lightness;;True;neutral;;75;4;rate;visual;dark;shape;;0;neutral;;smooth:dark;pointy:dark;100;Josefine;keyboard;dk;rate_CMC;male;24;yes;533;no
smooth:low;;;visual;0;smooth;;low;True;4.464;pitch;;True;neutral;;50;6;rate;auditory;neutral;shape;neutral;0;neutral;;smooth:high;smooth:low;100;Josefine;keyboard;dk;rate_CMC;male;24;yes;533;no
smooth:complex;;;visual;0;pointy;;;False;9.935;complexity;;True;neutral;;75;4;rate;visual;neutral;shape;;0;simple;;smooth:simple;pointy:simple;100;Josefine;keyboard;dk;rate_CMC;male;24;yes;533;no
sine:low;;;auditory;0;neutral;;high;True;4.355;pitch;;1;neutral;;75;7;rate;auditory;neutral;timbre;square;0;neutral;;sine:high;square:high;100;Josefine;keyboard;dk;rate_CMC;male;24;yes;533;no
smooth:square;;;visual;0;pointy;;neutral;True;4.249;timbre;;True;neutral;;75;2;rate;auditory;neutral;shape;square;0;neutral;;smooth:sine;pointy:square;100;Josefine;keyboard;dk;rate_CMC;male;24;yes;533;no
simple:square;;;visual;0;neutral;;neutral;True;4.818;timbre;;True;neutral;;75;3;rate;auditory;neutral;complexity;sine;0;simple;;simple:sine;simple:sine;100;Josefine;keyboard;dk;rate_CMC;male;24;yes;533;no
simple:low;;;visual;0;neutral;;high;True;8.793;pitch;;True;neutral;;75;5;rate;auditory;neutral;complexity;neutral;0;complex;;simple:high;complex:high;100;Josefine;keyboard;dk;rate_CMC;male;24;yes;533;no
simple:blue;;;visual;0;neutral;;;False;7.071;hue;;True;red;;50;4;rate;visual;neutral;complexity;;0;complex;;simple:red;complex:red;100;Josefine;keyboard;dk;rate_CMC;male;24;yes;533;no
dark:low;;;visual;0;neutral;;high;True;1.663;pitch;;True;neutral;;50;7;rate;auditory;light;lightness;neutral;0;neutral;;dark:high;light:high;100;Josefine;keyboard;dk;rate_CMC;male;24;yes;533;no
smooth:blue;;;visual;0;pointy;;;False;6.907;hue;;True;red;;75;4;rate;visual;neutral;shape;;0;neutral;;smooth:red;pointy:red;100;Josefine;keyboard;dk;rate_CMC;male;24;yes;533;no
red:light;;;visual;0;neutral;;;False;6.723;lightness;;True;blue;;50;4;rate;visual;dark;hue;;0;neutral;;red:dark;blue:dark;100;Josefine;keyboard;dk;rate_CMC;male;24;yes;533;no
