right;catch_key;catch_stim;modality_task;catch;shape;catch_score;pitch;any_auditory;rt;inducer;score;any_visual;hue;catch_rt;fixation_duration;key;phase;modality_inducer;lightness;task;timbre;flip;complexity;superblock;left;CMC_code;refresh_rate;experimenter;input;language;section;gender;age;demo_and_practice;id;simulation
smooth:light;;;visual;0;pointy;;;False;29.064;lightness;;True;neutral;;75;4;rate;visual;dark;shape;;0;neutral;;smooth:dark;pointy:dark;100;Hazel;keyboard;dk;rate_CMC;female;20;yes;521;no
dark:low;;;visual;0;neutral;;high;True;9.801;pitch;;True;neutral;;75;7;rate;auditory;light;lightness;neutral;0;neutral;;dark:high;light:high;100;Hazel;keyboard;dk;rate_CMC;female;20;yes;521;no
red:light;;;visual;0;neutral;;;False;36.374;lightness;;True;blue;;75;6;rate;visual;dark;hue;;0;neutral;;red:dark;blue:dark;100;Hazel;keyboard;dk;rate_CMC;female;20;yes;521;no
sine:low;;;auditory;0;neutral;;high;True;12.894;pitch;;1;neutral;;75;7;rate;auditory;neutral;timbre;square;0;neutral;;sine:high;square:high;100;Hazel;keyboard;dk;rate_CMC;female;20;yes;521;no
simple:square;;;visual;0;neutral;;neutral;True;23.691;timbre;;True;neutral;;50;3;rate;auditory;neutral;complexity;sine;0;simple;;simple:sine;simple:sine;100;Hazel;keyboard;dk;rate_CMC;female;20;yes;521;no
smooth:square;;;visual;0;pointy;;neutral;True;2.12;timbre;;True;neutral;;50;1;rate;auditory;neutral;shape;sine;0;neutral;;smooth:sine;pointy:sine;100;Hazel;keyboard;dk;rate_CMC;female;20;yes;521;no
smooth:blue;;;visual;0;pointy;;;False;13.828;hue;;True;red;;50;5;rate;visual;neutral;shape;;0;neutral;;smooth:red;pointy:red;100;Hazel;keyboard;dk;rate_CMC;female;20;yes;521;no
smooth:low;;;visual;0;smooth;;high;True;10.484;pitch;;True;neutral;;50;4;rate;auditory;neutral;shape;neutral;0;neutral;;smooth:high;smooth:high;100;Hazel;keyboard;dk;rate_CMC;female;20;yes;521;no
red:low;;;visual;0;neutral;;high;True;13.932;pitch;;True;blue;;50;4;rate;auditory;neutral;hue;neutral;0;neutral;;red:high;blue:high;100;Hazel;keyboard;dk;rate_CMC;female;20;yes;521;no
smooth:complex;;;visual;0;pointy;;;False;23.757;complexity;;True;neutral;;50;5;rate;visual;neutral;shape;;0;simple;;smooth:simple;pointy:simple;100;Hazel;keyboard;dk;rate_CMC;female;20;yes;521;no
red:square;;;visual;0;neutral;;neutral;True;2.013;timbre;;True;blue;;75;4;rate;auditory;neutral;hue;sine;0;neutral;;red:sine;blue:sine;100;Hazel;keyboard;dk;rate_CMC;female;20;yes;521;no
simple:light;;;visual;0;neutral;;;False;30.715;lightness;;True;neutral;;50;5;rate;visual;dark;complexity;;0;complex;;simple:dark;complex:dark;100;Hazel;keyboard;dk;rate_CMC;female;20;yes;521;no
simple:low;;;visual;0;neutral;;high;True;2.797;pitch;;True;neutral;;75;6;rate;auditory;neutral;complexity;neutral;0;complex;;simple:high;complex:high;100;Hazel;keyboard;dk;rate_CMC;female;20;yes;521;no
dark:square;;;visual;0;neutral;;neutral;True;8.601;timbre;;True;neutral;;75;2;rate;auditory;light;lightness;square;0;neutral;;dark:sine;light:square;100;Hazel;keyboard;dk;rate_CMC;female;20;yes;521;no
simple:blue;;;visual;0;neutral;;;False;12.273;hue;;True;red;;50;4;rate;visual;neutral;complexity;;0;complex;;simple:red;complex:red;100;Hazel;keyboard;dk;rate_CMC;female;20;yes;521;no
smooth:light;;;visual;0;pointy;;;False;17.127;lightness;;True;neutral;;50;4;rate;visual;dark;shape;;0;neutral;;smooth:dark;pointy:dark;100;Hazel;keyboard;dk;rate_CMC;female;20;yes;521;no
dark:low;;;visual;0;neutral;;low;True;13.511;pitch;;True;neutral;;75;5;rate;auditory;dark;lightness;neutral;0;neutral;;dark:high;dark:low;100;Hazel;keyboard;dk;rate_CMC;female;20;yes;521;no
red:light;;;visual;0;neutral;;;False;18.043;lightness;;True;blue;;50;4;rate;visual;dark;hue;;0;neutral;;red:dark;blue:dark;100;Hazel;keyboard;dk;rate_CMC;female;20;yes;521;no
sine:low;;;auditory;0;neutral;;high;True;10.083;pitch;;1;neutral;;50;6;rate;auditory;neutral;timbre;square;0;neutral;;sine:high;square:high;100;Hazel;keyboard;dk;rate_CMC;female;20;yes;521;no
simple:square;;;visual;0;neutral;;neutral;True;6.242;timbre;;True;neutral;;50;3;rate;auditory;neutral;complexity;square;0;complex;;simple:sine;complex:square;100;Hazel;keyboard;dk;rate_CMC;female;20;yes;521;no
smooth:square;;;visual;0;smooth;;neutral;True;5.972;timbre;;True;neutral;;50;4;rate;auditory;neutral;shape;sine;0;neutral;;smooth:sine;smooth:sine;100;Hazel;keyboard;dk;rate_CMC;female;20;yes;521;no
smooth:blue;;;visual;0;pointy;;;False;6.835;hue;;True;red;;50;4;rate;visual;neutral;shape;;0;neutral;;smooth:red;pointy:red;100;Hazel;keyboard;dk;rate_CMC;female;20;yes;521;no
smooth:low;;;visual;0;pointy;;high;True;12.731;pitch;;True;neutral;;75;4;rate;auditory;neutral;shape;neutral;0;neutral;;smooth:high;pointy:high;100;Hazel;keyboard;dk;rate_CMC;female;20;yes;521;no
red:low;;;visual;0;neutral;;high;True;17.018;pitch;;True;blue;;75;4;rate;auditory;neutral;hue;neutral;0;neutral;;red:high;blue:high;100;Hazel;keyboard;dk;rate_CMC;female;20;yes;521;no
smooth:complex;;;visual;0;pointy;;;False;17.276;complexity;;True;neutral;;50;5;rate;visual;neutral;shape;;0;simple;;smooth:simple;pointy:simple;100;Hazel;keyboard;dk;rate_CMC;female;20;yes;521;no
red:square;;;visual;0;neutral;;neutral;True;7.496;timbre;;True;blue;;50;4;rate;auditory;neutral;hue;square;0;neutral;;red:sine;blue:square;100;Hazel;keyboard;dk;rate_CMC;female;20;yes;521;no
simple:light;;;visual;0;neutral;;;False;9.533;lightness;;True;neutral;;50;2;rate;visual;dark;complexity;;0;complex;;simple:dark;complex:dark;100;Hazel;keyboard;dk;rate_CMC;female;20;yes;521;no
simple:low;;;visual;0;neutral;;high;True;2.1;pitch;;True;neutral;;75;6;rate;auditory;neutral;complexity;neutral;0;complex;;simple:high;complex:high;100;Hazel;keyboard;dk;rate_CMC;female;20;yes;521;no
dark:square;;;visual;0;neutral;;neutral;True;17.075;timbre;;True;neutral;;50;4;rate;auditory;dark;lightness;square;0;neutral;;dark:sine;dark:square;100;Hazel;keyboard;dk;rate_CMC;female;20;yes;521;no
simple:blue;;;visual;0;neutral;;;False;8.03;hue;;True;red;;75;4;rate;visual;neutral;complexity;;0;complex;;simple:red;complex:red;100;Hazel;keyboard;dk;rate_CMC;female;20;yes;521;no
smooth:light;;;visual;0;pointy;;;False;17.014;lightness;;True;neutral;;75;3;rate;visual;dark;shape;;0;neutral;;smooth:dark;pointy:dark;100;Hazel;keyboard;dk;rate_CMC;female;20;yes;521;no
dark:low;;;visual;0;neutral;;high;True;6.178;pitch;;True;neutral;;75;6;rate;auditory;light;lightness;neutral;0;neutral;;dark:high;light:high;100;Hazel;keyboard;dk;rate_CMC;female;20;yes;521;no
red:light;;;visual;0;neutral;;;False;14.224;lightness;;True;blue;;50;4;rate;visual;dark;hue;;0;neutral;;red:dark;blue:dark;100;Hazel;keyboard;dk;rate_CMC;female;20;yes;521;no
sine:low;;;auditory;0;neutral;;high;True;7.148;pitch;;1;neutral;;50;6;rate;auditory;neutral;timbre;sine;0;neutral;;sine:high;sine:high;100;Hazel;keyboard;dk;rate_CMC;female;20;yes;521;no
simple:square;;;visual;0;neutral;;neutral;True;9.373;timbre;;True;neutral;;75;3;rate;auditory;neutral;complexity;sine;0;complex;;simple:sine;complex:sine;100;Hazel;keyboard;dk;rate_CMC;female;20;yes;521;no
smooth:square;;;visual;0;smooth;;neutral;True;6.276;timbre;;True;neutral;;50;3;rate;auditory;neutral;shape;sine;0;neutral;;smooth:sine;smooth:sine;100;Hazel;keyboard;dk;rate_CMC;female;20;yes;521;no
smooth:blue;;;visual;0;pointy;;;False;7.004;hue;;True;red;;50;4;rate;visual;neutral;shape;;0;neutral;;smooth:red;pointy:red;100;Hazel;keyboard;dk;rate_CMC;female;20;yes;521;no
smooth:low;;;visual;0;smooth;;low;True;3.74;pitch;;True;neutral;;75;5;rate;auditory;neutral;shape;neutral;0;neutral;;smooth:high;smooth:low;100;Hazel;keyboard;dk;rate_CMC;female;20;yes;521;no
red:low;;;visual;0;neutral;;low;True;6.666;pitch;;True;blue;;75;4;rate;auditory;neutral;hue;neutral;0;neutral;;red:high;blue:low;100;Hazel;keyboard;dk;rate_CMC;female;20;yes;521;no
smooth:complex;;;visual;0;pointy;;;False;14.245;complexity;;True;neutral;;50;4;rate;visual;neutral;shape;;0;simple;;smooth:simple;pointy:simple;100;Hazel;keyboard;dk;rate_CMC;female;20;yes;521;no
red:square;;;visual;0;neutral;;neutral;True;5.546;timbre;;True;red;;75;4;rate;auditory;neutral;hue;sine;0;neutral;;red:sine;red:sine;100;Hazel;keyboard;dk;rate_CMC;female;20;yes;521;no
simple:light;;;visual;0;neutral;;;False;7.599;lightness;;True;neutral;;50;3;rate;visual;dark;complexity;;0;complex;;simple:dark;complex:dark;100;Hazel;keyboard;dk;rate_CMC;female;20;yes;521;no
simple:low;;;visual;0;neutral;;high;True;10.405;pitch;;True;neutral;;50;5;rate;auditory;neutral;complexity;neutral;0;simple;;simple:high;simple:high;100;Hazel;keyboard;dk;rate_CMC;female;20;yes;521;no
dark:square;;;visual;0;neutral;;neutral;True;7.501;timbre;;True;neutral;;75;5;rate;auditory;dark;lightness;square;0;neutral;;dark:sine;dark:square;100;Hazel;keyboard;dk;rate_CMC;female;20;yes;521;no
simple:blue;;;visual;0;neutral;;;False;6.65;hue;;True;red;;50;4;rate;visual;neutral;complexity;;0;complex;;simple:red;complex:red;100;Hazel;keyboard;dk;rate_CMC;female;20;yes;521;no
