right;catch_key;catch_stim;modality_task;catch;shape;catch_score;pitch;any_auditory;rt;inducer;score;any_visual;hue;catch_rt;fixation_duration;key;phase;modality_inducer;lightness;task;timbre;flip;complexity;superblock;left;CMC_code;refresh_rate;experimenter;input;language;section;gender;age;demo_and_practice;id;simulation
simple:light;;;visual;0;neutral;;;False;72.239;lightness;;True;neutral;;75;4;rate;visual;dark;complexity;;0;complex;;simple:dark;complex:dark;100;Hazel;keyboard;dk;rate_CMC;female;22;yes;514;no
simple:blue;;;visual;0;neutral;;;False;42.229;hue;;True;red;;50;2;rate;visual;neutral;complexity;;0;complex;;simple:red;complex:red;100;Hazel;keyboard;dk;rate_CMC;female;22;yes;514;no
simple:low;;;visual;0;neutral;;low;True;5.461;pitch;;True;neutral;;50;6;rate;auditory;neutral;complexity;neutral;0;simple;;simple:high;simple:low;100;Hazel;keyboard;dk;rate_CMC;female;22;yes;514;no
smooth:low;;;visual;0;pointy;;high;True;2.504;pitch;;True;neutral;;75;6;rate;auditory;neutral;shape;neutral;0;neutral;;smooth:high;pointy:high;100;Hazel;keyboard;dk;rate_CMC;female;22;yes;514;no
red:square;;;visual;0;neutral;;neutral;True;4.654;timbre;;True;red;;50;2;rate;auditory;neutral;hue;sine;0;neutral;;red:sine;red:sine;100;Hazel;keyboard;dk;rate_CMC;female;22;yes;514;no
simple:square;;;visual;0;neutral;;neutral;True;4.515;timbre;;True;neutral;;75;2;rate;auditory;neutral;complexity;square;0;complex;;simple:sine;complex:square;100;Hazel;keyboard;dk;rate_CMC;female;22;yes;514;no
smooth:light;;;visual;0;pointy;;;False;10.886;lightness;;True;neutral;;75;4;rate;visual;dark;shape;;0;neutral;;smooth:dark;pointy:dark;100;Hazel;keyboard;dk;rate_CMC;female;22;yes;514;no
sine:low;;;auditory;0;neutral;;high;True;2.865;pitch;;1;neutral;;75;4;rate;auditory;neutral;timbre;square;0;neutral;;sine:high;square:high;100;Hazel;keyboard;dk;rate_CMC;female;22;yes;514;no
red:low;;;visual;0;neutral;;low;True;7.299;pitch;;True;red;;75;5;rate;auditory;neutral;hue;neutral;0;neutral;;red:high;red:low;100;Hazel;keyboard;dk;rate_CMC;female;22;yes;514;no
red:light;;;visual;0;neutral;;;False;10.512;lightness;;True;blue;;75;5;rate;visual;dark;hue;;0;neutral;;red:dark;blue:dark;100;Hazel;keyboard;dk;rate_CMC;female;22;yes;514;no
dark:low;;;visual;0;neutral;;high;True;2.761;pitch;;True;neutral;;75;6;rate;auditory;light;lightness;neutral;0;neutral;;dark:high;light:high;100;Hazel;keyboard;dk;rate_CMC;female;22;yes;514;no
smooth:square;;;visual;0;pointy;;neutral;True;4.299;timbre;;True;neutral;;75;2;rate;auditory;neutral;shape;sine;0;neutral;;smooth:sine;pointy:sine;100;Hazel;keyboard;dk;rate_CMC;female;22;yes;514;no
smooth:blue;;;visual;0;pointy;;;False;6.674;hue;;True;red;;50;4;rate;visual;neutral;shape;;0;neutral;;smooth:red;pointy:red;100;Hazel;keyboard;dk;rate_CMC;female;22;yes;514;no
smooth:complex;;;visual;0;pointy;;;False;7.127;complexity;;True;neutral;;75;4;rate;visual;neutral;shape;;0;simple;;smooth:simple;pointy:simple;100;Hazel;keyboard;dk;rate_CMC;female;22;yes;514;no
dark:square;;;visual;0;neutral;;neutral;True;2.811;timbre;;True;neutral;;50;2;rate;auditory;light;lightness;square;0;neutral;;dark:sine;light:square;100;Hazel;keyboard;dk;rate_CMC;female;22;yes;514;no
simple:light;;;visual;0;neutral;;;False;6.214;lightness;;True;neutral;;50;4;rate;visual;dark;complexity;;0;complex;;simple:dark;complex:dark;100;Hazel;keyboard;dk;rate_CMC;female;22;yes;514;no
simple:blue;;;visual;0;neutral;;;False;7.105;hue;;True;red;;50;4;rate;visual;neutral;complexity;;0;complex;;simple:red;complex:red;100;Hazel;keyboard;dk;rate_CMC;female;22;yes;514;no
simple:low;;;visual;0;neutral;;high;True;2.294;pitch;;True;neutral;;75;6;rate;auditory;neutral;complexity;neutral;0;complex;;simple:high;complex:high;100;Hazel;keyboard;dk;rate_CMC;female;22;yes;514;no
smooth:low;;;visual;0;pointy;;high;True;3.79;pitch;;True;neutral;;50;6;rate;auditory;neutral;shape;neutral;0;neutral;;smooth:high;pointy:high;100;Hazel;keyboard;dk;rate_CMC;female;22;yes;514;no
red:square;;;visual;0;neutral;;neutral;True;4.323;timbre;;True;red;;50;2;rate;auditory;neutral;hue;sine;0;neutral;;red:sine;red:sine;100;Hazel;keyboard;dk;rate_CMC;female;22;yes;514;no
simple:square;;;visual;0;neutral;;neutral;True;6.04;timbre;;True;neutral;;75;2;rate;auditory;neutral;complexity;square;0;complex;;simple:sine;complex:square;100;Hazel;keyboard;dk;rate_CMC;female;22;yes;514;no
smooth:light;;;visual;0;pointy;;;False;7.003;lightness;;True;neutral;;50;4;rate;visual;dark;shape;;0;neutral;;smooth:dark;pointy:dark;100;Hazel;keyboard;dk;rate_CMC;female;22;yes;514;no
sine:low;;;auditory;0;neutral;;high;True;5.661;pitch;;1;neutral;;75;4;rate;auditory;neutral;timbre;sine;0;neutral;;sine:high;sine:high;100;Hazel;keyboard;dk;rate_CMC;female;22;yes;514;no
red:low;;;visual;0;neutral;;low;True;4.219;pitch;;True;red;;50;5;rate;auditory;neutral;hue;neutral;0;neutral;;red:high;red:low;100;Hazel;keyboard;dk;rate_CMC;female;22;yes;514;no
red:light;;;visual;0;neutral;;;False;6.749;lightness;;True;blue;;50;6;rate;visual;dark;hue;;0;neutral;;red:dark;blue:dark;100;Hazel;keyboard;dk;rate_CMC;female;22;yes;514;no
dark:low;;;visual;0;neutral;;low;True;2.265;pitch;;True;neutral;;50;5;rate;auditory;dark;lightness;neutral;0;neutral;;dark:high;dark:low;100;Hazel;keyboard;dk;rate_CMC;female;22;yes;514;no
smooth:square;;;visual;0;pointy;;neutral;True;4.038;timbre;;True;neutral;;75;2;rate;auditory;neutral;shape;square;0;neutral;;smooth:sine;pointy:square;100;Hazel;keyboard;dk;rate_CMC;female;22;yes;514;no
smooth:blue;;;visual;0;pointy;;;False;7.608;hue;;True;red;;75;4;rate;visual;neutral;shape;;0;neutral;;smooth:red;pointy:red;100;Hazel;keyboard;dk;rate_CMC;female;22;yes;514;no
smooth:complex;;;visual;0;pointy;;;False;13.123;complexity;;True;neutral;;50;3;rate;visual;neutral;shape;;0;simple;;smooth:simple;pointy:simple;100;Hazel;keyboard;dk;rate_CMC;female;22;yes;514;no
dark:square;;;visual;0;neutral;;neutral;True;3.026;timbre;;True;neutral;;50;2;rate;auditory;light;lightness;square;0;neutral;;dark:sine;light:square;100;Hazel;keyboard;dk;rate_CMC;female;22;yes;514;no
simple:light;;;visual;0;neutral;;;False;9.15;lightness;;True;neutral;;50;4;rate;visual;dark;complexity;;0;complex;;simple:dark;complex:dark;100;Hazel;keyboard;dk;rate_CMC;female;22;yes;514;no
simple:blue;;;visual;0;neutral;;;False;8.616;hue;;True;red;;75;4;rate;visual;neutral;complexity;;0;complex;;simple:red;complex:red;100;Hazel;keyboard;dk;rate_CMC;female;22;yes;514;no
simple:low;;;visual;0;neutral;;high;True;1.867;pitch;;True;neutral;;50;6;rate;auditory;neutral;complexity;neutral;0;complex;;simple:high;complex:high;100;Hazel;keyboard;dk;rate_CMC;female;22;yes;514;no
smooth:low;;;visual;0;pointy;;high;True;2.742;pitch;;True;neutral;;75;6;rate;auditory;neutral;shape;neutral;0;neutral;;smooth:high;pointy:high;100;Hazel;keyboard;dk;rate_CMC;female;22;yes;514;no
red:square;;;visual;0;neutral;;neutral;True;3.335;timbre;;True;red;;75;2;rate;auditory;neutral;hue;sine;0;neutral;;red:sine;red:sine;100;Hazel;keyboard;dk;rate_CMC;female;22;yes;514;no
simple:square;;;visual;0;neutral;;neutral;True;2.561;timbre;;True;neutral;;50;2;rate;auditory;neutral;complexity;square;0;complex;;simple:sine;complex:square;100;Hazel;keyboard;dk;rate_CMC;female;22;yes;514;no
smooth:light;;;visual;0;pointy;;;False;8.624;lightness;;True;neutral;;50;4;rate;visual;dark;shape;;0;neutral;;smooth:dark;pointy:dark;100;Hazel;keyboard;dk;rate_CMC;female;22;yes;514;no
sine:low;;;auditory;0;neutral;;high;True;1.322;pitch;;1;neutral;;75;4;rate;auditory;neutral;timbre;square;0;neutral;;sine:high;square:high;100;Hazel;keyboard;dk;rate_CMC;female;22;yes;514;no
red:low;;;visual;0;neutral;;low;True;5.749;pitch;;True;red;;50;5;rate;auditory;neutral;hue;neutral;0;neutral;;red:high;red:low;100;Hazel;keyboard;dk;rate_CMC;female;22;yes;514;no
red:light;;;visual;0;neutral;;;False;11.655;lightness;;True;blue;;75;5;rate;visual;dark;hue;;0;neutral;;red:dark;blue:dark;100;Hazel;keyboard;dk;rate_CMC;female;22;yes;514;no
dark:low;;;visual;0;neutral;;high;True;1.393;pitch;;True;neutral;;50;6;rate;auditory;light;lightness;neutral;0;neutral;;dark:high;light:high;100;Hazel;keyboard;dk;rate_CMC;female;22;yes;514;no
smooth:square;;;visual;0;pointy;;neutral;True;2.161;timbre;;True;neutral;;50;2;rate;auditory;neutral;shape;square;0;neutral;;smooth:sine;pointy:square;100;Hazel;keyboard;dk;rate_CMC;female;22;yes;514;no
smooth:blue;;;visual;0;pointy;;;False;7.695;hue;;True;red;;50;4;rate;visual;neutral;shape;;0;neutral;;smooth:red;pointy:red;100;Hazel;keyboard;dk;rate_CMC;female;22;yes;514;no
smooth:complex;;;visual;0;pointy;;;False;7.147;complexity;;True;neutral;;75;4;rate;visual;neutral;shape;;0;simple;;smooth:simple;pointy:simple;100;Hazel;keyboard;dk;rate_CMC;female;22;yes;514;no
dark:square;;;visual;0;neutral;;neutral;True;6.409;timbre;;True;neutral;;50;2;rate;auditory;dark;lightness;sine;0;neutral;;dark:sine;dark:sine;100;Hazel;keyboard;dk;rate_CMC;female;22;yes;514;no
