right;catch_key;catch_stim;modality_task;catch;shape;catch_score;pitch;any_auditory;rt;inducer;score;any_visual;hue;catch_rt;fixation_duration;key;phase;modality_inducer;lightness;task;timbre;flip;complexity;superblock;left;CMC_code;refresh_rate;experimenter;input;language;section;gender;age;demo_and_practice;id;simulation
smooth:square;;;visual;0;smooth;;neutral;True;10.873;timbre;;True;neutral;;50;2;rate;auditory;neutral;shape;sine;0;neutral;;smooth:sine;smooth:sine;100;Hazel;keyboard;dk;rate_CMC;male;23;yes;550;no
red:light;;;visual;0;neutral;;;False;13.408;lightness;;True;blue;;75;3;rate;visual;dark;hue;;0;neutral;;red:dark;blue:dark;100;Hazel;keyboard;dk;rate_CMC;male;23;yes;550;no
simple:light;;;visual;0;neutral;;;False;16.286;lightness;;True;neutral;;75;2;rate;visual;dark;complexity;;0;complex;;simple:dark;complex:dark;100;Hazel;keyboard;dk;rate_CMC;male;23;yes;550;no
simple:square;;;visual;0;neutral;;neutral;True;5.797;timbre;;True;neutral;;75;1;rate;auditory;neutral;complexity;sine;0;simple;;simple:sine;simple:sine;100;Hazel;keyboard;dk;rate_CMC;male;23;yes;550;no
dark:square;;;visual;0;neutral;;neutral;True;6.761;timbre;;True;neutral;;75;3;rate;auditory;light;lightness;sine;0;neutral;;dark:sine;light:sine;100;Hazel;keyboard;dk;rate_CMC;male;23;yes;550;no
simple:low;;;visual;0;neutral;;high;True;5.123;pitch;;True;neutral;;75;5;rate;auditory;neutral;complexity;neutral;0;complex;;simple:high;complex:high;100;Hazel;keyboard;dk;rate_CMC;male;23;yes;550;no
simple:blue;;;visual;0;neutral;;;False;9.498;hue;;True;red;;50;5;rate;visual;neutral;complexity;;0;complex;;simple:red;complex:red;100;Hazel;keyboard;dk;rate_CMC;male;23;yes;550;no
red:low;;;visual;0;neutral;;low;True;3.887;pitch;;True;red;;50;6;rate;auditory;neutral;hue;neutral;0;neutral;;red:high;red:low;100;Hazel;keyboard;dk;rate_CMC;male;23;yes;550;no
red:square;;;visual;0;neutral;;neutral;True;3.456;timbre;;True;red;;75;6;rate;auditory;neutral;hue;square;0;neutral;;red:sine;red:square;100;Hazel;keyboard;dk;rate_CMC;male;23;yes;550;no
sine:low;;;auditory;0;neutral;;high;True;6.968;pitch;;1;neutral;;75;6;rate;auditory;neutral;timbre;square;0;neutral;;sine:high;square:high;100;Hazel;keyboard;dk;rate_CMC;male;23;yes;550;no
dark:low;;;visual;0;neutral;;high;True;6.001;pitch;;True;neutral;;50;5;rate;auditory;light;lightness;neutral;0;neutral;;dark:high;light:high;100;Hazel;keyboard;dk;rate_CMC;male;23;yes;550;no
smooth:light;;;visual;0;pointy;;;False;13.313;lightness;;True;neutral;;50;4;rate;visual;dark;shape;;0;neutral;;smooth:dark;pointy:dark;100;Hazel;keyboard;dk;rate_CMC;male;23;yes;550;no
smooth:blue;;;visual;0;pointy;;;False;10.119;hue;;True;red;;50;4;rate;visual;neutral;shape;;0;neutral;;smooth:red;pointy:red;100;Hazel;keyboard;dk;rate_CMC;male;23;yes;550;no
