right;catch_key;catch_stim;modality_task;catch;shape;catch_score;pitch;any_auditory;rt;inducer;score;any_visual;hue;catch_rt;fixation_duration;key;phase;modality_inducer;lightness;task;timbre;flip;complexity;superblock;left;CMC_code;refresh_rate;experimenter;input;language;section;gender;age;demo_and_practice;id;simulation
simple:square;;;visual;0;neutral;;neutral;True;19.975;timbre;;True;neutral;;75;1;rate;auditory;neutral;complexity;square;0;complex;;simple:sine;complex:square;100;Hazel;keyboard;dk;rate_CMC;female;22;yes;505;no
smooth:blue;;;visual;0;pointy;;;False;17.376;hue;;True;red;;75;3;rate;visual;neutral;shape;;0;neutral;;smooth:red;pointy:red;100;Hazel;keyboard;dk;rate_CMC;female;22;yes;505;no
smooth:complex;;;visual;0;pointy;;;False;20.067;complexity;;True;neutral;;50;5;rate;visual;neutral;shape;;0;simple;;smooth:simple;pointy:simple;100;Hazel;keyboard;dk;rate_CMC;female;22;yes;505;no
smooth:light;;;visual;0;pointy;;;False;36.918;lightness;;True;neutral;;75;5;rate;visual;dark;shape;;0;neutral;;smooth:dark;pointy:dark;100;Hazel;keyboard;dk;rate_CMC;female;22;yes;505;no
smooth:square;;;visual;0;pointy;;neutral;True;2.646;timbre;;True;neutral;;50;1;rate;auditory;neutral;shape;sine;0;neutral;;smooth:sine;pointy:sine;100;Hazel;keyboard;dk;rate_CMC;female;22;yes;505;no
smooth:low;;;visual;0;pointy;;high;True;3.142;pitch;;True;neutral;;50;7;rate;auditory;neutral;shape;neutral;0;neutral;;smooth:high;pointy:high;100;Hazel;keyboard;dk;rate_CMC;female;22;yes;505;no
simple:blue;;;visual;0;neutral;;;False;23.454;hue;;True;red;;50;4;rate;visual;neutral;complexity;;0;complex;;simple:red;complex:red;100;Hazel;keyboard;dk;rate_CMC;female;22;yes;505;no
red:low;;;visual;0;neutral;;high;True;10.913;pitch;;True;blue;;75;4;rate;auditory;neutral;hue;neutral;0;neutral;;red:high;blue:high;100;Hazel;keyboard;dk;rate_CMC;female;22;yes;505;no
red:square;;;visual;0;neutral;;neutral;True;4.123;timbre;;True;blue;;75;4;rate;auditory;neutral;hue;sine;0;neutral;;red:sine;blue:sine;100;Hazel;keyboard;dk;rate_CMC;female;22;yes;505;no
simple:light;;;visual;0;neutral;;;False;8.443;lightness;;True;neutral;;75;4;rate;visual;dark;complexity;;0;complex;;simple:dark;complex:dark;100;Hazel;keyboard;dk;rate_CMC;female;22;yes;505;no
dark:low;;;visual;0;neutral;;high;True;2.775;pitch;;True;neutral;;50;7;rate;auditory;light;lightness;neutral;0;neutral;;dark:high;light:high;100;Hazel;keyboard;dk;rate_CMC;female;22;yes;505;no
simple:low;;;visual;0;neutral;;low;True;6.512;pitch;;True;neutral;;50;6;rate;auditory;neutral;complexity;neutral;0;simple;;simple:high;simple:low;100;Hazel;keyboard;dk;rate_CMC;female;22;yes;505;no
sine:low;;;auditory;0;neutral;;high;True;23.08;pitch;;1;neutral;;75;2;rate;auditory;neutral;timbre;sine;0;neutral;;sine:high;sine:high;100;Hazel;keyboard;dk;rate_CMC;female;22;yes;505;no
dark:square;;;visual;0;neutral;;neutral;True;3.171;timbre;;True;neutral;;50;2;rate;auditory;light;lightness;sine;0;neutral;;dark:sine;light:sine;100;Hazel;keyboard;dk;rate_CMC;female;22;yes;505;no
red:light;;;visual;0;neutral;;;False;12.135;lightness;;True;blue;;75;2;rate;visual;dark;hue;;0;neutral;;red:dark;blue:dark;100;Hazel;keyboard;dk;rate_CMC;female;22;yes;505;no
simple:square;;;visual;0;neutral;;neutral;True;3.029;timbre;;True;neutral;;75;2;rate;auditory;neutral;complexity;sine;0;simple;;simple:sine;simple:sine;100;Hazel;keyboard;dk;rate_CMC;female;22;yes;505;no
smooth:blue;;;visual;0;pointy;;;False;10.685;hue;;True;red;;50;4;rate;visual;neutral;shape;;0;neutral;;smooth:red;pointy:red;100;Hazel;keyboard;dk;rate_CMC;female;22;yes;505;no
smooth:complex;;;visual;0;pointy;;;False;10.127;complexity;;True;neutral;;75;6;rate;visual;neutral;shape;;0;simple;;smooth:simple;pointy:simple;100;Hazel;keyboard;dk;rate_CMC;female;22;yes;505;no
smooth:light;;;visual;0;pointy;;;False;6.612;lightness;;True;neutral;;75;4;rate;visual;dark;shape;;0;neutral;;smooth:dark;pointy:dark;100;Hazel;keyboard;dk;rate_CMC;female;22;yes;505;no
smooth:square;;;visual;0;pointy;;neutral;True;3.68;timbre;;True;neutral;;75;1;rate;auditory;neutral;shape;square;0;neutral;;smooth:sine;pointy:square;100;Hazel;keyboard;dk;rate_CMC;female;22;yes;505;no
smooth:low;;;visual;0;pointy;;high;True;2.313;pitch;;True;neutral;;75;7;rate;auditory;neutral;shape;neutral;0;neutral;;smooth:high;pointy:high;100;Hazel;keyboard;dk;rate_CMC;female;22;yes;505;no
simple:blue;;;visual;0;neutral;;;False;6.798;hue;;True;red;;75;4;rate;visual;neutral;complexity;;0;complex;;simple:red;complex:red;100;Hazel;keyboard;dk;rate_CMC;female;22;yes;505;no
red:low;;;visual;0;neutral;;high;True;4.135;pitch;;True;blue;;50;5;rate;auditory;neutral;hue;neutral;0;neutral;;red:high;blue:high;100;Hazel;keyboard;dk;rate_CMC;female;22;yes;505;no
red:square;;;visual;0;neutral;;neutral;True;3.239;timbre;;True;blue;;50;4;rate;auditory;neutral;hue;sine;0;neutral;;red:sine;blue:sine;100;Hazel;keyboard;dk;rate_CMC;female;22;yes;505;no
simple:light;;;visual;0;neutral;;;False;6.311;lightness;;True;neutral;;50;4;rate;visual;dark;complexity;;0;complex;;simple:dark;complex:dark;100;Hazel;keyboard;dk;rate_CMC;female;22;yes;505;no
dark:low;;;visual;0;neutral;;high;True;2.211;pitch;;True;neutral;;50;7;rate;auditory;light;lightness;neutral;0;neutral;;dark:high;light:high;100;Hazel;keyboard;dk;rate_CMC;female;22;yes;505;no
