right;catch_key;catch_stim;modality_task;catch;shape;catch_score;pitch;any_auditory;rt;inducer;score;any_visual;hue;catch_rt;fixation_duration;key;phase;modality_inducer;lightness;task;timbre;flip;complexity;superblock;left;CMC_code;refresh_rate;experimenter;input;language;section;gender;age;demo_and_practice;id;simulation
simple:square;;;visual;0;neutral;;neutral;True;15.077;timbre;;True;neutral;;75;3;rate;auditory;neutral;complexity;square;0;complex;;simple:sine;complex:square;100;Hazel;keyboard;dk;rate_CMC;female;23;yes;546;no
red:square;;;visual;0;neutral;;neutral;True;10.732;timbre;;True;red;;50;4;rate;auditory;neutral;hue;sine;0;neutral;;red:sine;red:sine;100;Hazel;keyboard;dk;rate_CMC;female;23;yes;546;no
smooth:complex;;;visual;0;pointy;;;False;27.205;complexity;;True;neutral;;50;2;rate;visual;neutral;shape;;0;simple;;smooth:simple;pointy:simple;100;Hazel;keyboard;dk;rate_CMC;female;23;yes;546;no
red:light;;;visual;0;neutral;;;False;13.218;lightness;;True;blue;;75;1;rate;visual;dark;hue;;0;neutral;;red:dark;blue:dark;100;Hazel;keyboard;dk;rate_CMC;female;23;yes;546;no
simple:blue;;;visual;0;neutral;;;False;36.166;hue;;True;red;;50;5;rate;visual;neutral;complexity;;0;complex;;simple:red;complex:red;100;Hazel;keyboard;dk;rate_CMC;female;23;yes;546;no
smooth:blue;;;visual;0;pointy;;;False;18.026;hue;;True;red;;50;3;rate;visual;neutral;shape;;0;neutral;;smooth:red;pointy:red;100;Hazel;keyboard;dk;rate_CMC;female;23;yes;546;no
simple:light;;;visual;0;neutral;;;False;7.23;lightness;;True;neutral;;75;6;rate;visual;dark;complexity;;0;complex;;simple:dark;complex:dark;100;Hazel;keyboard;dk;rate_CMC;female;23;yes;546;no
smooth:low;;;visual;0;pointy;;high;True;13.131;pitch;;True;neutral;;50;5;rate;auditory;neutral;shape;neutral;0;neutral;;smooth:high;pointy:high;100;Hazel;keyboard;dk;rate_CMC;female;23;yes;546;no
red:low;;;visual;0;neutral;;high;True;4.426;pitch;;True;blue;;75;4;rate;auditory;neutral;hue;neutral;0;neutral;;red:high;blue:high;100;Hazel;keyboard;dk;rate_CMC;female;23;yes;546;no
sine:low;;;auditory;0;neutral;;low;True;10.494;pitch;;1;neutral;;50;6;rate;auditory;neutral;timbre;sine;0;neutral;;sine:high;sine:low;100;Hazel;keyboard;dk;rate_CMC;female;23;yes;546;no
smooth:square;;;visual;0;pointy;;neutral;True;2.081;timbre;;True;neutral;;50;2;rate;auditory;neutral;shape;sine;0;neutral;;smooth:sine;pointy:sine;100;Hazel;keyboard;dk;rate_CMC;female;23;yes;546;no
dark:low;;;visual;0;neutral;;high;True;5.824;pitch;;True;neutral;;75;4;rate;auditory;light;lightness;neutral;0;neutral;;dark:high;light:high;100;Hazel;keyboard;dk;rate_CMC;female;23;yes;546;no
smooth:light;;;visual;0;pointy;;;False;24.913;lightness;;True;neutral;;75;2;rate;visual;dark;shape;;0;neutral;;smooth:dark;pointy:dark;100;Hazel;keyboard;dk;rate_CMC;female;23;yes;546;no
simple:low;;;visual;0;neutral;;low;True;4.965;pitch;;True;neutral;;75;4;rate;auditory;neutral;complexity;neutral;0;complex;;simple:high;complex:low;100;Hazel;keyboard;dk;rate_CMC;female;23;yes;546;no
dark:square;;;visual;0;neutral;;neutral;True;1.805;timbre;;True;neutral;;50;3;rate;auditory;light;lightness;sine;0;neutral;;dark:sine;light:sine;100;Hazel;keyboard;dk;rate_CMC;female;23;yes;546;no
simple:square;;;visual;0;neutral;;neutral;True;12.632;timbre;;True;neutral;;75;2;rate;auditory;neutral;complexity;sine;0;complex;;simple:sine;complex:sine;100;Hazel;keyboard;dk;rate_CMC;female;23;yes;546;no
red:square;;;visual;0;neutral;;neutral;True;2.858;timbre;;True;blue;;75;4;rate;auditory;neutral;hue;square;0;neutral;;red:sine;blue:square;100;Hazel;keyboard;dk;rate_CMC;female;23;yes;546;no
smooth:complex;;;visual;0;pointy;;;False;14.357;complexity;;True;neutral;;75;2;rate;visual;neutral;shape;;0;simple;;smooth:simple;pointy:simple;100;Hazel;keyboard;dk;rate_CMC;female;23;yes;546;no
red:light;;;visual;0;neutral;;;False;7.497;lightness;;True;blue;;75;2;rate;visual;dark;hue;;0;neutral;;red:dark;blue:dark;100;Hazel;keyboard;dk;rate_CMC;female;23;yes;546;no
simple:blue;;;visual;0;neutral;;;False;16.03;hue;;True;red;;50;3;rate;visual;neutral;complexity;;0;complex;;simple:red;complex:red;100;Hazel;keyboard;dk;rate_CMC;female;23;yes;546;no
smooth:blue;;;visual;0;pointy;;;False;17.298;hue;;True;red;;75;5;rate;visual;neutral;shape;;0;neutral;;smooth:red;pointy:red;100;Hazel;keyboard;dk;rate_CMC;female;23;yes;546;no
simple:light;;;visual;0;neutral;;;False;15.223;lightness;;True;neutral;;50;6;rate;visual;dark;complexity;;0;complex;;simple:dark;complex:dark;100;Hazel;keyboard;dk;rate_CMC;female;23;yes;546;no
smooth:low;;;visual;0;pointy;;high;True;3.501;pitch;;True;neutral;;50;6;rate;auditory;neutral;shape;neutral;0;neutral;;smooth:high;pointy:high;100;Hazel;keyboard;dk;rate_CMC;female;23;yes;546;no
red:low;;;visual;0;neutral;;high;True;2.336;pitch;;True;blue;;75;3;rate;auditory;neutral;hue;neutral;0;neutral;;red:high;blue:high;100;Hazel;keyboard;dk;rate_CMC;female;23;yes;546;no
sine:low;;;auditory;0;neutral;;high;True;6.746;pitch;;1;neutral;;50;7;rate;auditory;neutral;timbre;sine;0;neutral;;sine:high;sine:high;100;Hazel;keyboard;dk;rate_CMC;female;23;yes;546;no
smooth:square;;;visual;0;pointy;;neutral;True;1.882;timbre;;True;neutral;;50;2;rate;auditory;neutral;shape;sine;0;neutral;;smooth:sine;pointy:sine;100;Hazel;keyboard;dk;rate_CMC;female;23;yes;546;no
dark:low;;;visual;0;neutral;;high;True;8.23;pitch;;True;neutral;;50;5;rate;auditory;light;lightness;neutral;0;neutral;;dark:high;light:high;100;Hazel;keyboard;dk;rate_CMC;female;23;yes;546;no
smooth:light;;;visual;0;pointy;;;False;9.799;lightness;;True;neutral;;50;5;rate;visual;dark;shape;;0;neutral;;smooth:dark;pointy:dark;100;Hazel;keyboard;dk;rate_CMC;female;23;yes;546;no
simple:low;;;visual;0;neutral;;high;True;3.711;pitch;;True;neutral;;50;6;rate;auditory;neutral;complexity;neutral;0;complex;;simple:high;complex:high;100;Hazel;keyboard;dk;rate_CMC;female;23;yes;546;no
