right;catch_key;catch_stim;modality_task;catch;shape;catch_score;pitch;any_auditory;rt;inducer;score;any_visual;hue;catch_rt;fixation_duration;key;phase;modality_inducer;lightness;task;timbre;flip;complexity;superblock;left;CMC_code;refresh_rate;experimenter;input;language;section;gender;age;demo_and_practice;id;simulation
dark:square;;;visual;0;neutral;;neutral;True;33.395;timbre;;True;neutral;;50;1;rate;auditory;light;lightness;square;0;neutral;;dark:sine;light:square;100;Malene;keyboard;dk;rate_CMC;female;25;yes;510;no
simple:square;;;visual;0;neutral;;neutral;True;29.564;timbre;;True;neutral;;50;6;rate;auditory;neutral;complexity;square;0;simple;;simple:sine;simple:square;100;Malene;keyboard;dk;rate_CMC;female;25;yes;510;no
smooth:complex;;;visual;0;pointy;;;False;27.938;complexity;;True;neutral;;50;7;rate;visual;neutral;shape;;0;simple;;smooth:simple;pointy:simple;100;Malene;keyboard;dk;rate_CMC;female;25;yes;510;no
sine:low;;;auditory;0;neutral;;high;True;20.114;pitch;;1;neutral;;50;6;rate;auditory;neutral;timbre;square;0;neutral;;sine:high;square:high;100;Malene;keyboard;dk;rate_CMC;female;25;yes;510;no
smooth:square;;;visual;0;smooth;;neutral;True;8.624;timbre;;True;neutral;;50;1;rate;auditory;neutral;shape;sine;0;neutral;;smooth:sine;smooth:sine;100;Malene;keyboard;dk;rate_CMC;female;25;yes;510;no
smooth:blue;;;visual;0;pointy;;;False;17.721;hue;;True;red;;75;7;rate;visual;neutral;shape;;0;neutral;;smooth:red;pointy:red;100;Malene;keyboard;dk;rate_CMC;female;25;yes;510;no
smooth:low;;;visual;0;pointy;;low;True;9.22;pitch;;True;neutral;;75;6;rate;auditory;neutral;shape;neutral;0;neutral;;smooth:high;pointy:low;100;Malene;keyboard;dk;rate_CMC;female;25;yes;510;no
red:square;;;visual;0;neutral;;neutral;True;8.257;timbre;;True;blue;;75;7;rate;auditory;neutral;hue;sine;0;neutral;;red:sine;blue:sine;100;Malene;keyboard;dk;rate_CMC;female;25;yes;510;no
smooth:light;;;visual;0;pointy;;;False;25.681;lightness;;True;neutral;;50;3;rate;visual;dark;shape;;0;neutral;;smooth:dark;pointy:dark;100;Malene;keyboard;dk;rate_CMC;female;25;yes;510;no
simple:light;;;visual;0;neutral;;;False;18.479;lightness;;True;neutral;;75;2;rate;visual;dark;complexity;;0;complex;;simple:dark;complex:dark;100;Malene;keyboard;dk;rate_CMC;female;25;yes;510;no
simple:low;;;visual;0;neutral;;high;True;8.707;pitch;;True;neutral;;50;7;rate;auditory;neutral;complexity;neutral;0;complex;;simple:high;complex:high;100;Malene;keyboard;dk;rate_CMC;female;25;yes;510;no
dark:low;;;visual;0;neutral;;low;True;11.546;pitch;;True;neutral;;50;7;rate;auditory;dark;lightness;neutral;0;neutral;;dark:high;dark:low;100;Malene;keyboard;dk;rate_CMC;female;25;yes;510;no
simple:blue;;;visual;0;neutral;;;False;14.557;hue;;True;red;;50;6;rate;visual;neutral;complexity;;0;complex;;simple:red;complex:red;100;Malene;keyboard;dk;rate_CMC;female;25;yes;510;no
red:light;;;visual;0;neutral;;;False;25.353;lightness;;True;blue;;50;5;rate;visual;dark;hue;;0;neutral;;red:dark;blue:dark;100;Malene;keyboard;dk;rate_CMC;female;25;yes;510;no
red:low;;;visual;0;neutral;;low;True;6.695;pitch;;True;blue;;75;2;rate;auditory;neutral;hue;neutral;0;neutral;;red:high;blue:low;100;Malene;keyboard;dk;rate_CMC;female;25;yes;510;no
dark:square;;;visual;0;neutral;;neutral;True;7.696;timbre;;True;neutral;;50;1;rate;auditory;dark;lightness;sine;0;neutral;;dark:sine;dark:sine;100;Malene;keyboard;dk;rate_CMC;female;25;yes;510;no
simple:square;;;visual;0;neutral;;neutral;True;4.305;timbre;;True;neutral;;75;2;rate;auditory;neutral;complexity;sine;0;complex;;simple:sine;complex:sine;100;Malene;keyboard;dk;rate_CMC;female;25;yes;510;no
smooth:complex;;;visual;0;pointy;;;False;23.322;complexity;;True;neutral;;75;4;rate;visual;neutral;shape;;0;simple;;smooth:simple;pointy:simple;100;Malene;keyboard;dk;rate_CMC;female;25;yes;510;no
sine:low;;;auditory;0;neutral;;high;True;10.384;pitch;;1;neutral;;50;5;rate;auditory;neutral;timbre;square;0;neutral;;sine:high;square:high;100;Malene;keyboard;dk;rate_CMC;female;25;yes;510;no
smooth:square;;;visual;0;pointy;;neutral;True;6.771;timbre;;True;neutral;;50;2;rate;auditory;neutral;shape;square;0;neutral;;smooth:sine;pointy:square;100;Malene;keyboard;dk;rate_CMC;female;25;yes;510;no
smooth:blue;;;visual;0;pointy;;;False;11.439;hue;;True;red;;75;7;rate;visual;neutral;shape;;0;neutral;;smooth:red;pointy:red;100;Malene;keyboard;dk;rate_CMC;female;25;yes;510;no
smooth:low;;;visual;0;pointy;;high;True;6.099;pitch;;True;neutral;;75;6;rate;auditory;neutral;shape;neutral;0;neutral;;smooth:high;pointy:high;100;Malene;keyboard;dk;rate_CMC;female;25;yes;510;no
red:square;;;visual;0;neutral;;neutral;True;8.96;timbre;;True;blue;;50;6;rate;auditory;neutral;hue;square;0;neutral;;red:sine;blue:square;100;Malene;keyboard;dk;rate_CMC;female;25;yes;510;no
smooth:light;;;visual;0;pointy;;;False;13.203;lightness;;True;neutral;;50;3;rate;visual;dark;shape;;0;neutral;;smooth:dark;pointy:dark;100;Malene;keyboard;dk;rate_CMC;female;25;yes;510;no
simple:light;;;visual;0;neutral;;;False;19.727;lightness;;True;neutral;;75;2;rate;visual;dark;complexity;;0;complex;;simple:dark;complex:dark;100;Malene;keyboard;dk;rate_CMC;female;25;yes;510;no
simple:low;;;visual;0;neutral;;high;True;5.434;pitch;;True;neutral;;75;6;rate;auditory;neutral;complexity;neutral;0;complex;;simple:high;complex:high;100;Malene;keyboard;dk;rate_CMC;female;25;yes;510;no
