right;catch_key;catch_stim;modality_task;catch;shape;catch_score;pitch;any_auditory;rt;inducer;score;any_visual;hue;catch_rt;fixation_duration;key;phase;modality_inducer;lightness;task;timbre;flip;complexity;superblock;left;CMC_code;refresh_rate;experimenter;input;language;section;gender;age;demo_and_practice;id;simulation
simple:low;;;visual;0;neutral;;low;True;32.608;pitch;;True;neutral;;50;3;rate;auditory;neutral;complexity;neutral;0;complex;;simple:high;complex:low;100;Josefine;keyboard;dk;rate_CMC;female;23;yes;502;no
smooth:square;;;visual;0;pointy;;neutral;True;10.331;timbre;;True;neutral;;75;1;rate;auditory;neutral;shape;square;0;neutral;;smooth:sine;pointy:square;100;Josefine;keyboard;dk;rate_CMC;female;23;yes;502;no
red:light;;;visual;0;neutral;;;False;34.434;lightness;;True;blue;;50;4;rate;visual;dark;hue;;0;neutral;;red:dark;blue:dark;100;Josefine;keyboard;dk;rate_CMC;female;23;yes;502;no
dark:low;;;visual;0;neutral;;high;True;23.041;pitch;;True;neutral;;75;6;rate;auditory;dark;lightness;neutral;0;neutral;;dark:high;dark:high;100;Josefine;keyboard;dk;rate_CMC;female;23;yes;502;no
red:square;;;visual;0;neutral;;neutral;True;29.88;timbre;;True;red;;50;4;rate;auditory;neutral;hue;square;0;neutral;;red:sine;red:square;100;Josefine;keyboard;dk;rate_CMC;female;23;yes;502;no
sine:low;;;auditory;0;neutral;;high;True;39.956;pitch;;1;neutral;;75;5;rate;auditory;neutral;timbre;square;0;neutral;;sine:high;square:high;100;Josefine;keyboard;dk;rate_CMC;female;23;yes;502;no
simple:light;;;visual;0;neutral;;;False;27.535;lightness;;True;neutral;;50;4;rate;visual;dark;complexity;;0;complex;;simple:dark;complex:dark;100;Josefine;keyboard;dk;rate_CMC;female;23;yes;502;no
simple:square;;;visual;0;neutral;;neutral;True;13.385;timbre;;True;neutral;;75;4;rate;auditory;neutral;complexity;square;0;simple;;simple:sine;simple:square;100;Josefine;keyboard;dk;rate_CMC;female;23;yes;502;no
smooth:complex;;;visual;0;pointy;;;False;57.804;complexity;;True;neutral;;75;3;rate;visual;neutral;shape;;0;simple;;smooth:simple;pointy:simple;100;Josefine;keyboard;dk;rate_CMC;female;23;yes;502;no
dark:square;;;visual;0;neutral;;neutral;True;24.017;timbre;;True;neutral;;50;1;rate;auditory;light;lightness;sine;0;neutral;;dark:sine;light:sine;100;Josefine;keyboard;dk;rate_CMC;female;23;yes;502;no
smooth:low;;;visual;0;pointy;;low;True;20.603;pitch;;True;neutral;;75;6;rate;auditory;neutral;shape;neutral;0;neutral;;smooth:high;pointy:low;100;Josefine;keyboard;dk;rate_CMC;female;23;yes;502;no
smooth:blue;;;visual;0;pointy;;;False;21.128;hue;;True;red;;50;5;rate;visual;neutral;shape;;0;neutral;;smooth:red;pointy:red;100;Josefine;keyboard;dk;rate_CMC;female;23;yes;502;no
simple:blue;;;visual;0;neutral;;;False;18.822;hue;;True;red;;75;4;rate;visual;neutral;complexity;;0;complex;;simple:red;complex:red;100;Josefine;keyboard;dk;rate_CMC;female;23;yes;502;no
red:low;;;visual;0;neutral;;low;True;35.132;pitch;;True;blue;;50;3;rate;auditory;neutral;hue;neutral;0;neutral;;red:high;blue:low;100;Josefine;keyboard;dk;rate_CMC;female;23;yes;502;no
smooth:light;;;visual;0;pointy;;;False;35.618;lightness;;True;neutral;;75;4;rate;visual;dark;shape;;0;neutral;;smooth:dark;pointy:dark;100;Josefine;keyboard;dk;rate_CMC;female;23;yes;502;no
simple:low;;;visual;0;neutral;;high;True;17.923;pitch;;True;neutral;;50;2;rate;auditory;neutral;complexity;neutral;0;simple;;simple:high;simple:high;100;Josefine;keyboard;dk;rate_CMC;female;23;yes;502;no
smooth:square;;;visual;0;pointy;;neutral;True;5.655;timbre;;True;neutral;;50;1;rate;auditory;neutral;shape;square;0;neutral;;smooth:sine;pointy:square;100;Josefine;keyboard;dk;rate_CMC;female;23;yes;502;no
red:light;;;visual;0;neutral;;;False;9.971;lightness;;True;blue;;75;4;rate;visual;dark;hue;;0;neutral;;red:dark;blue:dark;100;Josefine;keyboard;dk;rate_CMC;female;23;yes;502;no
dark:low;;;visual;0;neutral;;low;True;13.823;pitch;;True;neutral;;50;7;rate;auditory;light;lightness;neutral;0;neutral;;dark:high;light:low;100;Josefine;keyboard;dk;rate_CMC;female;23;yes;502;no
red:square;;;visual;0;neutral;;neutral;True;8.507;timbre;;True;blue;;50;5;rate;auditory;neutral;hue;sine;0;neutral;;red:sine;blue:sine;100;Josefine;keyboard;dk;rate_CMC;female;23;yes;502;no
sine:low;;;auditory;0;neutral;;low;True;29.31;pitch;;1;neutral;;75;3;rate;auditory;neutral;timbre;square;0;neutral;;sine:high;square:low;100;Josefine;keyboard;dk;rate_CMC;female;23;yes;502;no
simple:light;;;visual;0;neutral;;;False;11.789;lightness;;True;neutral;;50;4;rate;visual;dark;complexity;;0;complex;;simple:dark;complex:dark;100;Josefine;keyboard;dk;rate_CMC;female;23;yes;502;no
simple:square;;;visual;0;neutral;;neutral;True;39.952;timbre;;True;neutral;;75;3;rate;auditory;neutral;complexity;sine;0;complex;;simple:sine;complex:sine;100;Josefine;keyboard;dk;rate_CMC;female;23;yes;502;no
smooth:complex;;;visual;0;pointy;;;False;17.118;complexity;;True;neutral;;75;3;rate;visual;neutral;shape;;0;simple;;smooth:simple;pointy:simple;100;Josefine;keyboard;dk;rate_CMC;female;23;yes;502;no
dark:square;;;visual;0;neutral;;neutral;True;15.488;timbre;;True;neutral;;75;1;rate;auditory;light;lightness;square;0;neutral;;dark:sine;light:square;100;Josefine;keyboard;dk;rate_CMC;female;23;yes;502;no
smooth:low;;;visual;0;pointy;;high;True;8.826;pitch;;True;neutral;;50;5;rate;auditory;neutral;shape;neutral;0;neutral;;smooth:high;pointy:high;100;Josefine;keyboard;dk;rate_CMC;female;23;yes;502;no
smooth:blue;;;visual;0;pointy;;;False;11.531;hue;;True;red;;75;3;rate;visual;neutral;shape;;0;neutral;;smooth:red;pointy:red;100;Josefine;keyboard;dk;rate_CMC;female;23;yes;502;no
simple:blue;;;visual;0;neutral;;;False;10.616;hue;;True;red;;50;4;rate;visual;neutral;complexity;;0;complex;;simple:red;complex:red;100;Josefine;keyboard;dk;rate_CMC;female;23;yes;502;no
red:low;;;visual;0;neutral;;high;True;13.175;pitch;;True;blue;;50;3;rate;auditory;neutral;hue;neutral;0;neutral;;red:high;blue:high;100;Josefine;keyboard;dk;rate_CMC;female;23;yes;502;no
smooth:light;;;visual;0;pointy;;;False;12.584;lightness;;True;neutral;;50;3;rate;visual;dark;shape;;0;neutral;;smooth:dark;pointy:dark;100;Josefine;keyboard;dk;rate_CMC;female;23;yes;502;no
simple:low;;;visual;0;neutral;;high;True;3.237;pitch;;True;neutral;;50;4;rate;auditory;neutral;complexity;neutral;0;complex;;simple:high;complex:high;100;Josefine;keyboard;dk;rate_CMC;female;23;yes;502;no
smooth:square;;;visual;0;pointy;;neutral;True;3.985;timbre;;True;neutral;;50;2;rate;auditory;neutral;shape;square;0;neutral;;smooth:sine;pointy:square;100;Josefine;keyboard;dk;rate_CMC;female;23;yes;502;no
red:light;;;visual;0;neutral;;;False;7.168;lightness;;True;blue;;75;4;rate;visual;dark;hue;;0;neutral;;red:dark;blue:dark;100;Josefine;keyboard;dk;rate_CMC;female;23;yes;502;no
dark:low;;;visual;0;neutral;;high;True;6.001;pitch;;True;neutral;;50;6;rate;auditory;light;lightness;neutral;0;neutral;;dark:high;light:high;100;Josefine;keyboard;dk;rate_CMC;female;23;yes;502;no
red:square;;;visual;0;neutral;;neutral;True;6.695;timbre;;True;blue;;75;4;rate;auditory;neutral;hue;square;0;neutral;;red:sine;blue:square;100;Josefine;keyboard;dk;rate_CMC;female;23;yes;502;no
sine:low;;;auditory;0;neutral;;low;True;10.272;pitch;;1;neutral;;50;3;rate;auditory;neutral;timbre;square;0;neutral;;sine:high;square:low;100;Josefine;keyboard;dk;rate_CMC;female;23;yes;502;no
simple:light;;;visual;0;neutral;;;False;13.72;lightness;;True;neutral;;75;4;rate;visual;dark;complexity;;0;complex;;simple:dark;complex:dark;100;Josefine;keyboard;dk;rate_CMC;female;23;yes;502;no
simple:square;;;visual;0;neutral;;neutral;True;15.705;timbre;;True;neutral;;50;4;rate;auditory;neutral;complexity;square;0;complex;;simple:sine;complex:square;100;Josefine;keyboard;dk;rate_CMC;female;23;yes;502;no
smooth:complex;;;visual;0;pointy;;;False;17.554;complexity;;True;neutral;;50;2;rate;visual;neutral;shape;;0;simple;;smooth:simple;pointy:simple;100;Josefine;keyboard;dk;rate_CMC;female;23;yes;502;no
dark:square;;;visual;0;neutral;;neutral;True;3.986;timbre;;True;neutral;;75;2;rate;auditory;light;lightness;square;0;neutral;;dark:sine;light:square;100;Josefine;keyboard;dk;rate_CMC;female;23;yes;502;no
smooth:low;;;visual;0;pointy;;low;True;8.511;pitch;;True;neutral;;75;6;rate;auditory;neutral;shape;neutral;0;neutral;;smooth:high;pointy:low;100;Josefine;keyboard;dk;rate_CMC;female;23;yes;502;no
smooth:blue;;;visual;0;pointy;;;False;13.742;hue;;True;red;;50;4;rate;visual;neutral;shape;;0;neutral;;smooth:red;pointy:red;100;Josefine;keyboard;dk;rate_CMC;female;23;yes;502;no
simple:blue;;;visual;0;neutral;;;False;16.82;hue;;True;red;;50;3;rate;visual;neutral;complexity;;0;complex;;simple:red;complex:red;100;Josefine;keyboard;dk;rate_CMC;female;23;yes;502;no
