right;catch_key;catch_stim;modality_task;catch;shape;catch_score;pitch;any_auditory;rt;inducer;score;any_visual;hue;catch_rt;fixation_duration;key;phase;modality_inducer;lightness;task;timbre;flip;complexity;superblock;left;CMC_code;refresh_rate;experimenter;input;language;section;gender;age;demo_and_practice;id;simulation
smooth:light;;;visual;0;pointy;;;False;24.556;lightness;;True;neutral;;50;3;rate;visual;dark;shape;;0;neutral;;smooth:dark;pointy:dark;100;Hazel;keyboard;dk;rate_CMC;female;21;yes;544;no
dark:low;;;visual;0;neutral;;high;True;7.105;pitch;;True;neutral;;75;7;rate;auditory;light;lightness;neutral;0;neutral;;dark:high;light:high;100;Hazel;keyboard;dk;rate_CMC;female;21;yes;544;no
red:light;;;visual;0;neutral;;;False;10.67;lightness;;True;blue;;75;4;rate;visual;dark;hue;;0;neutral;;red:dark;blue:dark;100;Hazel;keyboard;dk;rate_CMC;female;21;yes;544;no
red:low;;;visual;0;neutral;;high;True;1.706;pitch;;True;blue;;75;4;rate;auditory;neutral;hue;neutral;0;neutral;;red:high;blue:high;100;Hazel;keyboard;dk;rate_CMC;female;21;yes;544;no
dark:square;;;visual;0;neutral;;neutral;True;14.09;timbre;;True;neutral;;75;6;rate;auditory;dark;lightness;square;0;neutral;;dark:sine;dark:square;100;Hazel;keyboard;dk;rate_CMC;female;21;yes;544;no
simple:light;;;visual;0;neutral;;;False;12.1;lightness;;True;neutral;;50;4;rate;visual;dark;complexity;;0;complex;;simple:dark;complex:dark;100;Hazel;keyboard;dk;rate_CMC;female;21;yes;544;no
smooth:low;;;visual;0;pointy;;low;True;11.864;pitch;;True;neutral;;50;2;rate;auditory;neutral;shape;neutral;0;neutral;;smooth:high;pointy:low;100;Hazel;keyboard;dk;rate_CMC;female;21;yes;544;no
red:square;;;visual;0;neutral;;neutral;True;2.028;timbre;;True;blue;;75;4;rate;auditory;neutral;hue;sine;0;neutral;;red:sine;blue:sine;100;Hazel;keyboard;dk;rate_CMC;female;21;yes;544;no
simple:square;;;visual;0;neutral;;neutral;True;1.964;timbre;;True;neutral;;75;4;rate;auditory;neutral;complexity;sine;0;complex;;simple:sine;complex:sine;100;Hazel;keyboard;dk;rate_CMC;female;21;yes;544;no
simple:blue;;;visual;0;neutral;;;False;7.382;hue;;True;red;;50;4;rate;visual;neutral;complexity;;0;complex;;simple:red;complex:red;100;Hazel;keyboard;dk;rate_CMC;female;21;yes;544;no
simple:low;;;visual;0;neutral;;high;True;3.253;pitch;;True;neutral;;50;4;rate;auditory;neutral;complexity;neutral;0;complex;;simple:high;complex:high;100;Hazel;keyboard;dk;rate_CMC;female;21;yes;544;no
sine:low;;;auditory;0;neutral;;high;True;16.808;pitch;;1;neutral;;75;2;rate;auditory;neutral;timbre;square;0;neutral;;sine:high;square:high;100;Hazel;keyboard;dk;rate_CMC;female;21;yes;544;no
smooth:complex;;;visual;0;pointy;;;False;11.788;complexity;;True;neutral;;50;4;rate;visual;neutral;shape;;0;simple;;smooth:simple;pointy:simple;100;Hazel;keyboard;dk;rate_CMC;female;21;yes;544;no
smooth:square;;;visual;0;pointy;;neutral;True;2.553;timbre;;True;neutral;;75;2;rate;auditory;neutral;shape;sine;0;neutral;;smooth:sine;pointy:sine;100;Hazel;keyboard;dk;rate_CMC;female;21;yes;544;no
smooth:blue;;;visual;0;pointy;;;False;7.071;hue;;True;red;;50;4;rate;visual;neutral;shape;;0;neutral;;smooth:red;pointy:red;100;Hazel;keyboard;dk;rate_CMC;female;21;yes;544;no
smooth:light;;;visual;0;pointy;;;False;9.233;lightness;;True;neutral;;75;3;rate;visual;dark;shape;;0;neutral;;smooth:dark;pointy:dark;100;Hazel;keyboard;dk;rate_CMC;female;21;yes;544;no
