right;catch_key;catch_stim;modality_task;catch;shape;catch_score;pitch;any_auditory;rt;inducer;score;any_visual;hue;catch_rt;fixation_duration;key;phase;modality_inducer;lightness;task;timbre;flip;complexity;superblock;left;CMC_code;refresh_rate;experimenter;input;language;section;gender;age;demo_and_practice;id;simulation
red:light;;;visual;0;neutral;;;False;137.476;lightness;;True;blue;;75;3;rate;visual;dark;hue;;0;neutral;;red:dark;blue:dark;100;Malene;keyboard;dk;rate_CMC;female;23;yes;504;no
simple:square;;;visual;0;neutral;;neutral;True;10.298;timbre;;True;neutral;;50;2;rate;auditory;neutral;complexity;sine;0;complex;;simple:sine;complex:sine;100;Malene;keyboard;dk;rate_CMC;female;23;yes;504;no
smooth:blue;;;visual;0;pointy;;;False;42.59;hue;;True;red;;50;4;rate;visual;neutral;shape;;0;neutral;;smooth:red;pointy:red;100;Malene;keyboard;dk;rate_CMC;female;23;yes;504;no
red:low;;;visual;0;neutral;;high;True;7.459;pitch;;True;blue;;75;6;rate;auditory;neutral;hue;neutral;0;neutral;;red:high;blue:high;100;Malene;keyboard;dk;rate_CMC;female;23;yes;504;no
smooth:light;;;visual;0;pointy;;;False;23.318;lightness;;True;neutral;;75;4;rate;visual;dark;shape;;0;neutral;;smooth:dark;pointy:dark;100;Malene;keyboard;dk;rate_CMC;female;23;yes;504;no
simple:light;;;visual;0;neutral;;;False;37.523;lightness;;True;neutral;;50;5;rate;visual;dark;complexity;;0;complex;;simple:dark;complex:dark;100;Malene;keyboard;dk;rate_CMC;female;23;yes;504;no
smooth:complex;;;visual;0;pointy;;;False;21.288;complexity;;True;neutral;;75;2;rate;visual;neutral;shape;;0;simple;;smooth:simple;pointy:simple;100;Malene;keyboard;dk;rate_CMC;female;23;yes;504;no
smooth:square;;;visual;0;pointy;;neutral;True;7.333;timbre;;True;neutral;;50;1;rate;auditory;neutral;shape;square;0;neutral;;smooth:sine;pointy:square;100;Malene;keyboard;dk;rate_CMC;female;23;yes;504;no
dark:square;;;visual;0;neutral;;neutral;True;5.65;timbre;;True;neutral;;75;1;rate;auditory;dark;lightness;sine;0;neutral;;dark:sine;dark:sine;100;Malene;keyboard;dk;rate_CMC;female;23;yes;504;no
simple:low;;;visual;0;neutral;;high;True;2.176;pitch;;True;neutral;;75;5;rate;auditory;neutral;complexity;neutral;0;complex;;simple:high;complex:high;100;Malene;keyboard;dk;rate_CMC;female;23;yes;504;no
smooth:low;;;visual;0;smooth;;high;True;4.989;pitch;;True;neutral;;50;7;rate;auditory;neutral;shape;neutral;0;neutral;;smooth:high;smooth:high;100;Malene;keyboard;dk;rate_CMC;female;23;yes;504;no
sine:low;;;auditory;0;neutral;;high;True;9.289;pitch;;1;neutral;;75;6;rate;auditory;neutral;timbre;square;0;neutral;;sine:high;square:high;100;Malene;keyboard;dk;rate_CMC;female;23;yes;504;no
simple:blue;;;visual;0;neutral;;;False;16.555;hue;;True;red;;50;3;rate;visual;neutral;complexity;;0;complex;;simple:red;complex:red;100;Malene;keyboard;dk;rate_CMC;female;23;yes;504;no
red:square;;;visual;0;neutral;;neutral;True;7.753;timbre;;True;blue;;50;2;rate;auditory;neutral;hue;sine;0;neutral;;red:sine;blue:sine;100;Malene;keyboard;dk;rate_CMC;female;23;yes;504;no
dark:low;;;visual;0;neutral;;low;True;9.371;pitch;;True;neutral;;50;7;rate;auditory;light;lightness;neutral;0;neutral;;dark:high;light:low;100;Malene;keyboard;dk;rate_CMC;female;23;yes;504;no
red:light;;;visual;0;neutral;;;False;14.607;lightness;;True;blue;;75;3;rate;visual;dark;hue;;0;neutral;;red:dark;blue:dark;100;Malene;keyboard;dk;rate_CMC;female;23;yes;504;no
