right;catch_key;catch_stim;modality_task;catch;shape;catch_score;pitch;any_auditory;rt;inducer;score;any_visual;hue;catch_rt;fixation_duration;key;phase;modality_inducer;lightness;task;timbre;flip;complexity;superblock;left;CMC_code;refresh_rate;experimenter;input;language;section;gender;age;demo_and_practice;id;simulation
dark:low;;;visual;0;neutral;;high;True;13.295;pitch;;True;neutral;;50;7;rate;auditory;light;lightness;neutral;0;neutral;;dark:high;light:high;100;Malene;keyboard;dk;rate_CMC;male;21;yes;508;no
simple:square;;;visual;0;neutral;;neutral;True;11.146;timbre;;True;neutral;;75;2;rate;auditory;neutral;complexity;sine;0;simple;;simple:sine;simple:sine;100;Malene;keyboard;dk;rate_CMC;male;21;yes;508;no
smooth:light;;;visual;0;pointy;;;False;14.586;lightness;;True;neutral;;75;7;rate;visual;dark;shape;;0;neutral;;smooth:dark;pointy:dark;100;Malene;keyboard;dk;rate_CMC;male;21;yes;508;no
sine:low;;;auditory;0;neutral;;low;True;20.082;pitch;;1;neutral;;50;6;rate;auditory;neutral;timbre;sine;0;neutral;;sine:high;sine:low;100;Malene;keyboard;dk;rate_CMC;male;21;yes;508;no
smooth:blue;;;visual;0;pointy;;;False;21.504;hue;;True;red;;75;4;rate;visual;neutral;shape;;0;neutral;;smooth:red;pointy:red;100;Malene;keyboard;dk;rate_CMC;male;21;yes;508;no
red:light;;;visual;0;neutral;;;False;26.274;lightness;;True;blue;;75;5;rate;visual;dark;hue;;0;neutral;;red:dark;blue:dark;100;Malene;keyboard;dk;rate_CMC;male;21;yes;508;no
smooth:square;;;visual;0;pointy;;neutral;True;10.054;timbre;;True;neutral;;50;7;rate;auditory;neutral;shape;sine;0;neutral;;smooth:sine;pointy:sine;100;Malene;keyboard;dk;rate_CMC;male;21;yes;508;no
simple:blue;;;visual;0;neutral;;;False;10.747;hue;;True;red;;50;4;rate;visual;neutral;complexity;;0;complex;;simple:red;complex:red;100;Malene;keyboard;dk;rate_CMC;male;21;yes;508;no
smooth:low;;;visual;0;pointy;;low;True;9.709;pitch;;True;neutral;;75;3;rate;auditory;neutral;shape;neutral;0;neutral;;smooth:high;pointy:low;100;Malene;keyboard;dk;rate_CMC;male;21;yes;508;no
simple:light;;;visual;0;neutral;;;False;20.78;lightness;;True;neutral;;50;6;rate;visual;dark;complexity;;0;complex;;simple:dark;complex:dark;100;Malene;keyboard;dk;rate_CMC;male;21;yes;508;no
simple:low;;;visual;0;neutral;;low;True;9.992;pitch;;True;neutral;;75;2;rate;auditory;neutral;complexity;neutral;0;complex;;simple:high;complex:low;100;Malene;keyboard;dk;rate_CMC;male;21;yes;508;no
red:low;;;visual;0;neutral;;low;True;4.497;pitch;;True;blue;;50;3;rate;auditory;neutral;hue;neutral;0;neutral;;red:high;blue:low;100;Malene;keyboard;dk;rate_CMC;male;21;yes;508;no
red:square;;;visual;0;neutral;;neutral;True;15.296;timbre;;True;blue;;75;5;rate;auditory;neutral;hue;sine;0;neutral;;red:sine;blue:sine;100;Malene;keyboard;dk;rate_CMC;male;21;yes;508;no
smooth:complex;;;visual;0;pointy;;;False;24.921;complexity;;True;neutral;;50;2;rate;visual;neutral;shape;;0;simple;;smooth:simple;pointy:simple;100;Malene;keyboard;dk;rate_CMC;male;21;yes;508;no
dark:square;;;visual;0;neutral;;neutral;True;2.867;timbre;;True;neutral;;50;2;rate;auditory;dark;lightness;sine;0;neutral;;dark:sine;dark:sine;100;Malene;keyboard;dk;rate_CMC;male;21;yes;508;no
dark:low;;;visual;0;neutral;;low;True;2.755;pitch;;True;neutral;;75;6;rate;auditory;dark;lightness;neutral;0;neutral;;dark:high;dark:low;100;Malene;keyboard;dk;rate_CMC;male;21;yes;508;no
simple:square;;;visual;0;neutral;;neutral;True;13.128;timbre;;True;neutral;;50;6;rate;auditory;neutral;complexity;sine;0;complex;;simple:sine;complex:sine;100;Malene;keyboard;dk;rate_CMC;male;21;yes;508;no
smooth:light;;;visual;0;pointy;;;False;7.28;lightness;;True;neutral;;50;7;rate;visual;dark;shape;;0;neutral;;smooth:dark;pointy:dark;100;Malene;keyboard;dk;rate_CMC;male;21;yes;508;no
