right;catch_key;catch_stim;modality_task;catch;shape;catch_score;pitch;any_auditory;rt;inducer;score;any_visual;hue;catch_rt;fixation_duration;key;phase;modality_inducer;lightness;task;timbre;flip;complexity;superblock;left;CMC_code;input;language;section;gender;age;demo_and_practice;id;simulation
simple:low;;;visual;0;neutral;;high;True;4.69;pitch;;True;neutral;;45;2;rate;auditory;neutral;complexity;neutral;0;complex;;simple:high;complex:high;keyboard;en;rate_CMC;female;20;yes;04;no
smooth:low;;;visual;0;pointy;;high;True;1.869;pitch;;True;neutral;;45;6;rate;auditory;neutral;shape;neutral;0;neutral;;smooth:high;pointy:high;keyboard;en;rate_CMC;female;20;yes;04;no
simple:blue;;;visual;0;neutral;;;False;25.555;hue;;True;red;;30;4;rate;visual;neutral;complexity;;0;complex;;simple:red;complex:red;keyboard;en;rate_CMC;female;20;yes;04;no
simple:square;;;visual;0;neutral;;neutral;True;2.594;timbre;;True;neutral;;45;2;rate;auditory;neutral;complexity;sine;0;complex;;simple:sine;complex:sine;keyboard;en;rate_CMC;female;20;yes;04;no
smooth:complex;;;visual;0;pointy;;;False;5.916;complexity;;True;neutral;;45;4;rate;visual;neutral;shape;;0;simple;;smooth:simple;pointy:simple;keyboard;en;rate_CMC;female;20;yes;04;no
simple:light;;;visual;0;neutral;;;False;7.399;lightness;;True;neutral;;45;6;rate;visual;dark;complexity;;0;complex;;simple:dark;complex:dark;keyboard;en;rate_CMC;female;20;yes;04;no
red:square;;;visual;0;neutral;;neutral;True;1.584;timbre;;True;blue;;30;6;rate;auditory;neutral;hue;sine;0;neutral;;red:sine;blue:sine;keyboard;en;rate_CMC;female;20;yes;04;no
sine:low;;;auditory;0;neutral;;high;True;2.049;pitch;;1;neutral;;45;7;rate;auditory;neutral;timbre;square;0;neutral;;sine:high;square:high;keyboard;en;rate_CMC;female;20;yes;04;no
smooth:light;;;visual;0;pointy;;;False;6.552;lightness;;True;neutral;;45;4;rate;visual;dark;shape;;0;neutral;;smooth:dark;pointy:dark;keyboard;en;rate_CMC;female;20;yes;04;no
dark:square;;;visual;0;neutral;;neutral;True;1.751;timbre;;True;neutral;;45;2;rate;auditory;light;lightness;sine;0;neutral;;dark:sine;light:sine;keyboard;en;rate_CMC;female;20;yes;04;no
smooth:square;;;visual;0;pointy;;neutral;True;5.19;timbre;;True;neutral;;30;2;rate;auditory;neutral;shape;square;0;neutral;;smooth:sine;pointy:square;keyboard;en;rate_CMC;female;20;yes;04;no
dark:low;;;visual;0;neutral;;high;True;1.631;pitch;;True;neutral;;45;6;rate;auditory;light;lightness;neutral;0;neutral;;dark:high;light:high;keyboard;en;rate_CMC;female;20;yes;04;no
red:low;;;visual;0;neutral;;high;True;3.352;pitch;;True;blue;;30;2;rate;auditory;neutral;hue;neutral;0;neutral;;red:high;blue:high;keyboard;en;rate_CMC;female;20;yes;04;no
smooth:blue;;;visual;0;pointy;;;False;7.502;hue;;True;red;;30;4;rate;visual;neutral;shape;;0;neutral;;smooth:red;pointy:red;keyboard;en;rate_CMC;female;20;yes;04;no
red:light;;;visual;0;neutral;;;False;8.049;lightness;;True;blue;;45;6;rate;visual;dark;hue;;0;neutral;;red:dark;blue:dark;keyboard;en;rate_CMC;female;20;yes;04;no
simple:low;;;visual;0;neutral;;high;True;1.661;pitch;;True;neutral;;30;6;rate;auditory;neutral;complexity;neutral;0;complex;;simple:high;complex:high;keyboard;en;rate_CMC;female;20;yes;04;no
smooth:low;;;visual;0;pointy;;high;True;2.56;pitch;;True;neutral;;30;6;rate;auditory;neutral;shape;neutral;0;neutral;;smooth:high;pointy:high;keyboard;en;rate_CMC;female;20;yes;04;no
simple:blue;;;visual;0;neutral;;;False;8.777;hue;;True;red;;30;2;rate;visual;neutral;complexity;;0;complex;;simple:red;complex:red;keyboard;en;rate_CMC;female;20;yes;04;no
simple:square;;;visual;0;neutral;;neutral;True;2.656;timbre;;True;neutral;;30;2;rate;auditory;neutral;complexity;square;0;complex;;simple:sine;complex:square;keyboard;en;rate_CMC;female;20;yes;04;no
smooth:complex;;;visual;0;pointy;;;False;7.033;complexity;;True;neutral;;45;4;rate;visual;neutral;shape;;0;simple;;smooth:simple;pointy:simple;keyboard;en;rate_CMC;female;20;yes;04;no
simple:light;;;visual;0;neutral;;;False;6.885;lightness;;True;neutral;;30;6;rate;visual;dark;complexity;;0;complex;;simple:dark;complex:dark;keyboard;en;rate_CMC;female;20;yes;04;no
red:square;;;visual;0;neutral;;neutral;True;2.018;timbre;;True;blue;;30;6;rate;auditory;neutral;hue;sine;0;neutral;;red:sine;blue:sine;keyboard;en;rate_CMC;female;20;yes;04;no
sine:low;;;auditory;0;neutral;;high;True;1.849;pitch;;1;neutral;;45;7;rate;auditory;neutral;timbre;square;0;neutral;;sine:high;square:high;keyboard;en;rate_CMC;female;20;yes;04;no
smooth:light;;;visual;0;pointy;;;False;6.759;lightness;;True;neutral;;45;6;rate;visual;dark;shape;;0;neutral;;smooth:dark;pointy:dark;keyboard;en;rate_CMC;female;20;yes;04;no
dark:square;;;visual;0;neutral;;neutral;True;4.962;timbre;;True;neutral;;45;2;rate;auditory;light;lightness;square;0;neutral;;dark:sine;light:square;keyboard;en;rate_CMC;female;20;yes;04;no
smooth:square;;;visual;0;pointy;;neutral;True;2.321;timbre;;True;neutral;;45;2;rate;auditory;neutral;shape;sine;0;neutral;;smooth:sine;pointy:sine;keyboard;en;rate_CMC;female;20;yes;04;no
dark:low;;;visual;0;neutral;;high;True;1.906;pitch;;True;neutral;;45;6;rate;auditory;light;lightness;neutral;0;neutral;;dark:high;light:high;keyboard;en;rate_CMC;female;20;yes;04;no
red:low;;;visual;0;neutral;;high;True;2.045;pitch;;True;blue;;45;2;rate;auditory;neutral;hue;neutral;0;neutral;;red:high;blue:high;keyboard;en;rate_CMC;female;20;yes;04;no
smooth:blue;;;visual;0;pointy;;;False;6.021;hue;;True;red;;45;2;rate;visual;neutral;shape;;0;neutral;;smooth:red;pointy:red;keyboard;en;rate_CMC;female;20;yes;04;no
