right;catch_key;catch_stim;modality_task;catch;shape;catch_score;pitch;any_auditory;rt;inducer;score;any_visual;hue;catch_rt;fixation_duration;key;phase;modality_inducer;lightness;task;timbre;flip;complexity;superblock;left;CMC_code;input;language;section;gender;age;demo_and_practice;id;simulation
sine:low;;;auditory;0;neutral;;high;True;6.491;pitch;;1;neutral;;45;5;rate;auditory;neutral;timbre;sine;0;neutral;;sine:high;sine:high;keyboard;en;rate_CMC;female;22;yes;01;no
simple:low;;;visual;0;neutral;;high;True;3.23;pitch;;True;neutral;;45;3;rate;auditory;neutral;complexity;neutral;0;complex;;simple:high;complex:high;keyboard;en;rate_CMC;female;22;yes;01;no
red:light;;;visual;0;neutral;;;False;8.715;lightness;;True;blue;;30;5;rate;visual;dark;hue;;0;neutral;;red:dark;blue:dark;keyboard;en;rate_CMC;female;22;yes;01;no
smooth:blue;;;visual;0;pointy;;;False;9.276;hue;;True;red;;30;6;rate;visual;neutral;shape;;0;neutral;;smooth:red;pointy:red;keyboard;en;rate_CMC;female;22;yes;01;no
simple:light;;;visual;0;neutral;;;False;8.846;lightness;;True;neutral;;30;6;rate;visual;dark;complexity;;0;complex;;simple:dark;complex:dark;keyboard;en;rate_CMC;female;22;yes;01;no
smooth:square;;;visual;0;pointy;;neutral;True;5.441;timbre;;True;neutral;;45;1;rate;auditory;neutral;shape;sine;0;neutral;;smooth:sine;pointy:sine;keyboard;en;rate_CMC;female;22;yes;01;no
simple:square;;;visual;0;neutral;;neutral;True;1.784;timbre;;True;neutral;;30;6;rate;auditory;neutral;complexity;sine;0;complex;;simple:sine;complex:sine;keyboard;en;rate_CMC;female;22;yes;01;no
smooth:complex;;;visual;0;pointy;;;False;7.256;complexity;;True;neutral;;45;2;rate;visual;neutral;shape;;0;simple;;smooth:simple;pointy:simple;keyboard;en;rate_CMC;female;22;yes;01;no
dark:low;;;visual;0;neutral;;high;True;1.841;pitch;;True;neutral;;30;7;rate;auditory;light;lightness;neutral;0;neutral;;dark:high;light:high;keyboard;en;rate_CMC;female;22;yes;01;no
smooth:low;;;visual;0;pointy;;high;True;1.322;pitch;;True;neutral;;45;7;rate;auditory;neutral;shape;neutral;0;neutral;;smooth:high;pointy:high;keyboard;en;rate_CMC;female;22;yes;01;no
simple:blue;;;visual;0;neutral;;;False;15.255;hue;;True;red;;30;2;rate;visual;neutral;complexity;;0;complex;;simple:red;complex:red;keyboard;en;rate_CMC;female;22;yes;01;no
red:low;;;visual;0;neutral;;low;True;6.17;pitch;;True;blue;;30;2;rate;auditory;neutral;hue;neutral;0;neutral;;red:high;blue:low;keyboard;en;rate_CMC;female;22;yes;01;no
red:square;;;visual;0;neutral;;neutral;True;3.977;timbre;;True;red;;30;6;rate;auditory;neutral;hue;square;0;neutral;;red:sine;red:square;keyboard;en;rate_CMC;female;22;yes;01;no
smooth:light;;;visual;0;pointy;;;False;7.348;lightness;;True;neutral;;45;3;rate;visual;dark;shape;;0;neutral;;smooth:dark;pointy:dark;keyboard;en;rate_CMC;female;22;yes;01;no
dark:square;;;visual;0;neutral;;neutral;True;2.149;timbre;;True;neutral;;45;2;rate;auditory;light;lightness;sine;0;neutral;;dark:sine;light:sine;keyboard;en;rate_CMC;female;22;yes;01;no
sine:low;;;auditory;0;neutral;;high;True;2.56;pitch;;1;neutral;;30;4;rate;auditory;neutral;timbre;square;0;neutral;;sine:high;square:high;keyboard;en;rate_CMC;female;22;yes;01;no
